2Ki 1:1	ΚΑΙ ἠθέτησεν Μωὰβ ἐν Ἰσραὴλ μετὰ τὸ ἀποθανεῖν Ἀχαάβ.
2Ki 4:9	καὶ εἶπεν ἡ γυνὴ πρὸς τὸν ἄνδρα αὐτῆς Ἰδοὺ δὴ ἔγνων ὅτι ἄνθρωπος τοῦ θεοῦ ἅγιος οὗτος διαπορεύεται ἐφ᾽ ἡμᾶς διὰ παντός.
2Ki 4:10	ποιήσωμεν δὴ αὐτῷ ὑπερῷον, τόπον μικρόν, καὶ θῶμεν αὐτῷ ἐκεῖ κλίνην καὶ τράπεζαν καὶ δίφρον καὶ λυχνίαν· καὶ ἔσται ἐν τῷ εἰσπορεύεσθαι πρὸς ἡμᾶς καὶ ἐκκλινεῖ ἐκεῖ.
2Ki 4:11	καὶ ἐγένετο ἡμέρα καὶ εἰσῆλθεν ἐκεῖ, καὶ ἐξέκλινεν εἰς τὸ ὑπερῷον καὶ ἐκοιμήθη ἐκεῖ.
2Ki 4:12	καὶ εἶπεν πρὸς Γιεζεὶ τὸ παιδάριον αὐτοῦ Κάλεσόν μοι τὴν Σωμανεῖτιν ταύτην· καὶ ἐκάλεσεν αὐτήν, καὶ ἔστη ἐνώπιον αὐτοῦ.
2Ki 4:13	καὶ εἶπεν αὐτῷ Εἰπὸν δὴ πρὸς αὐτήν Ἰδοὺ ἐξέστησας ἡμῖν τὴν πᾶσαν ἔνκτησιν· τί δεῖ ποιῆσαί σοι; εἰ ἔστιν λόγος σοι πρὸς τὸν βασιλέα ἢ πρὸς τὸν ἄρχοντα τῆς δυνάμεως; ἡ δὲ εἶπεν Ἐν μέσῳ τοῦ λαοῦ ἐγώ εἰμι οἰκῶ.
2Ki 4:14	καὶ εἶπεν Τί δεῖ ποιῆσαι αὐτῇ; καὶ εἶπεν Γιεζεὶ τὸ παιδάριον αὐτοῦ Καὶ μάλα υἱὸς οὐκ ἔστιν αὐτῇ, καὶ ὁ ἀνὴρ αὐτῆς πρεσβύτης.
2Ki 4:15	καὶ ἐκάλεσεν αὐτήν, καὶ ἔστη παρὰ τὴν θύραν.
2Ki 4:16	καὶ εἶπεν Ἐλεισαῖε πρὸς αὐτήν Εἰς τὸν καιρὸν τοῦτον, ὡς ἡ ὥρα ζῶσα, σὺ περιειληφυῖα υἱόν· ἡ δὲ εἶπεν Μή, κύριε μου, μὴ διαψεύσῃ τὴν δούλην σου.
2Ki 4:17	καὶ ἐν γαστρὶ ἔλαβεν ἡ γυνή, καὶ ἔτεκεν υἱὸν εἰς τὸν καιρὸν τοῦτον ὡς ἡ ὥρα ζῶσα, ὡς ἐλάλησεν πρὸς αὐτὴν Ἐλεισαῖε.
2Ki 4:18	καὶ ἡδρύνθη τὸ παιδάριον· καὶ ἐγένετο ἡνίκα ἐξῆλθεν πρὸς τὸν πατέρα αὐτοῦ πρὸς τοὺς θερίζοντας,
2Ki 4:19	καὶ εἶπεν πρὸς τὸν πατέρα αὐτοῦ Τὴν κεφαλήν μου, τὴν κεφαλήν μου· καὶ εἶπεν τῷ παιδαρίῳ Ἆρον αὐτὸν πρὸς τὴν μητέρα αὐτοῦ.
2Ki 4:20	καὶ ἐκοιμήθη ἐπὶ τῶν γονάτων αὐτῆς ἕως μεσημβρίας, καὶ ἀπέθανεν.
2Ki 4:21	καὶ ἀνήνεγκεν αὐτὸν καὶ ἐκοίμισεν αὐτὸν ἐπὶ τὴν κλίνην τοῦ ἀνθρώπου τοῦ θεοῦ, καὶ ἀπέκλεισεν κατ᾽ αὐτοῦ καὶ ἐξῆλθεν.
2Ki 4:22	καὶ ἐκάλεσεν τὸν ἄνδρα αὐτῆς καὶ εἶπεν Ἀπόστειλον δή μοι ἓν τῶν παιδαρίων καὶ μίαν τῶν ὄνων, καὶ δραμοῦμαι ἕως τοῦ ἀνθρώπου τοῦ θεοῦ καὶ ἐπιστρέψω.
2Ki 4:23	καὶ εἶπεν Τί ὅτι σὺ πορεύῃ πρὸς αὐτὸν σήμερον; οὐ νεομηνία οὐδὲ σάββατον· ἡ δὲ εἶπεν Εἰρήνη.
2Ki 4:24	καὶ ἐπέσαξεν τὴν ὄνον, καὶ εἶπεν πρὸς τὸ παιδάριον αὐτῆς Ἄγε πορεύου, μὴ ἐπίσχῃς μοι τοῦ ἐπιβῆναι, ὅτι ἐὰν εἴπω σοι
2Ki 4:25	Δεῦρο καὶ πορεύσῃ, καὶ ἐλεύσῃ πρὸς τὸν ἄνθρωπον τοῦ θεοῦ εἰς τὸ ὄρος τὸ Καρμήλιον. καὶ ἐγένετο ὡς εἶδεν Ἐλεισαῖε ἐρχομένην αὐτήν, καὶ εἶπεν πρὸς Γιεζεὶ τὸ παιδάριον αὐτοῦ Ἰδοὺ δὴ ἡ Σωμανεῖτις ἐκείνη.
2Ki 4:26	νῦν δράμε εἰς ἀπαντὴν αὐτῆς καὶ ἐρεῖς Ἢ εἰρήνη σοι; ἢ εἰρήνη τῷ ἀνδρί σου; ἢ εἰρήνη τῷ παιδαρίῳ; ἡ δὲ εἶπεν Εἰρήνη.
2Ki 4:27	καὶ ἦλθεν πρὸς Ἐλεισαῖε εἰς τὸ ὄρος καὶ ἐπελάβετο τῶν ποδῶν αὐτοῦ· καὶ ἤγγισεν Γιεζεὶ ἀπεώσασθαι αὐτήν. καὶ εἶπεν Ἐλεισαῖε Ἄφες αὐτήν· ὅτι ἡ ψυχὴ αὐτῆς κατώδυνος αὐτῇ, καὶ Κύριος ἀπέκρυψεν ἀπ᾽ ἐμοῦ καὶ σοῦ καὶ οὐκ ἀνήγγειλέν μοι.
2Ki 4:28	ἡ δὲ εἶπεν Μὴ ᾐτησάμην υἱὸν παρὰ τοῦ κυρίου μου; ὅτι οὐκ εἶπα Οὐ πλανήσεις μετ᾽ ἐμοῦ;
2Ki 4:29	καὶ εἶπεν Ἐλεισαῖε τῷ Γιεζεί Ζῶσαι τὴν ὀσφύν σου καὶ λάβε τὴν βακτηρίαν μου ἐν τῇ χειρί σου καὶ δεῦρο· ὅτι ἐὰν εὕρῃς ἄνδρα οὐκ εὐλογήσεις αὐτόν, καὶ ἐὰν εὐλογήσῃ σε ἀνὴρ οὐκ ἀποκριθήσῃ αὐτῷ· καὶ ἐπιθήσεις τὴν βακτηρίαν μου ἐπὶ πρόσωπον τοῦ παιδαρίου.
2Ki 4:30	καὶ εἶπεν ἡ μήτηρ τοῦ παιδαρίου Ζῇ Κύριος καὶ ζῇ ἡ ψυχή σου, εἰ ἐνκαταλείψω σε· καὶ ἀνέστη Ἐλεισαῖε καὶ ἐπορεύθη ὀπίσω αὐτῆς.
2Ki 4:31	καὶ Γιεζεὶ διῆλθεν ἔμπροσθεν αὐτῆς, καὶ ἐπέθηκεν τὴν βακτηρίαν ἐπὶ πρόσωπον τοῦ παιδαρίου, καὶ οὐκ ἦν φωνὴ καὶ οὐκ ἦν ἀκρόασις· καὶ ἐπέστρεψεν εἰς ἀπαντὴν αὐτοῦ καὶ ἀπήγγειλεν αὐτῷ λέγων Οὐκ ἠγέρθη τὸ παιδάριον.
2Ki 4:32	καὶ εἰσῆλθεν Ἐλεισαῖε εἰς τὸν οἶκον, καὶ ἰδοὺ τὸ παιδάριον τεθνηκώς, κεκοιμισμένον ἐπὶ τὴν κλίνην αὐτοῦ.
2Ki 4:33	καὶ εἰσῆλθεν Ἐλεισαῖε εἰς τὸν οἶκον καὶ ἀπέκλεισεν τὴν θύραν κατὰ τῶν δύο ἑαυτῶν, καὶ προσηύξατο πρὸς Κύριον.
2Ki 4:34	καὶ ἀνέβη καὶ ἐκοιμήθη ἐπὶ τὸ παιδάριον, καὶ ἔθηκεν τὸ στόμα αὐτοῦ ἐπὶ τὸ στόμα αὐτοῦ καὶ τοὺς ὀφθαλμοὺς αὐτοῦ ἐπὶ τοὺς ὀφθαλμοὺς αὐτοῦ καὶ τὰς χεῖρας αὐτοῦ ἐπὶ τὰς χεῖρας αὐτοῦ, καὶ διέκαμψεν ἐπ᾽ αὐτόν· καὶ διεθερμάνθη ἡ σὰρξ τοῦ παιδαρίου.
2Ki 4:35	καὶ ἐπέστρεψεν καὶ ἐπορεύθη ἐν τῇ οἰκίᾳ ἔνθεν καὶ ἔνθεν, καὶ ἀνέβη καὶ συνέκαμψεν ἐπὶ τὸ παιδάριον ἕως ἑπτάκις· καὶ ἤνοιξεν τὸ παιδάριον τοὺς ὀφθαλμοὺς αὐτοῦ.
2Ki 4:36	καὶ ἐξεβόησεν Ἐλεισαῖε πρὸς Γιεζεὶ καὶ εἶπεν Κάλεσον τὴν Σωμανεῖτιν ταύτην· καὶ ἐκάλεσεν, καὶ εἰσῆλθεν πρὸς αὐτόν. καὶ εἶπεν Ἐλεισαῖε Λάβε τὸν υἱόν σου.
2Ki 4:37	καὶ εἰσῆλθεν ἡ γυνὴ καὶ ἔπεσεν ἐπὶ τοὺς πόδας αὐτοῦ καὶ προσεκύνησεν ἐπὶ τὴν γῆν, καὶ ἔλαβεν τὸν υἱὸν αὐτῆς καὶ ἐξῆλθεν.
2Ki 4:38	Καὶ Ἐλεισαῖε ἐπέστρεψεν εἰς Γάλγαλα· καὶ ὁ λιμὸς ἐν τῇ γῇ, καὶ οἱ υἱοὶ τῶν προφητῶν ἐκάθηντο ἐνώπιον αὐτοῦ· καὶ εἶπεν Ἐλεισαῖε τῷ παιδαρίῳ αὐτοῦ Ἐπίστησον τὸν λέβητα, καὶ ἕψε ἕψεμα τοῖς υἱοῖς τῶν προφητῶν.
2Ki 4:39	καὶ ἐξῆλθεν εἰς τὸν ἀγρὸν συνλέξαι ἀριώθ· καὶ εὗρεν ἄμπελον ἐν τῷ ἀγρῷ, καὶ συνέλεξεν ἀπ᾽ αὐτῆς τολύπην ἀγρίαν πλῆρες τὸ ἱμάτιον αὐτοῦ· καὶ ἐνέβαλεν εἰς τὸν λέβητα τοῦ ἑψέματος, ὅτι οὐκ ἔγνωσαν.
2Ki 4:40	καὶ ἐνέχει τοῖς ἀνδράσιν φαγεῖν· καὶ ἐγένετο ἐν τῷ ἐσθίειν αὐτοὺς ἐκ τοῦ ἑψέματος, καὶ ἰδοὺ ἀνεβόησαν καὶ εἶπαν Θάνατος ἐν τῷ λέβητι, ἄνθρωπε τοῦ θεοῦ· καὶ οὐκ ἠδύναντο φαγεῖν.
2Ki 4:41	καὶ εἶπεν Λάβετε ἄλευρον καὶ ἐμβάλετε εἰς τὸν λέβητα· καὶ εἶπεν Ἐλεισαῖε πρὸς Γιεζεὶ τὸ παιδάριον Ἔγχει τῷ λαῷ καὶ ἐσθιέτωσαν· καὶ οὐκ ἐγενήθη ἔτι ἐκεῖ ῥῆμα πονηρὸν ἐν τῷ λέβητι.
2Ki 4:42	Καὶ ἀνὴρ διῆλθεν ἐκ Βαιθσαρεῖσα καὶ ἤνεγκεν πρὸς τὸν ἄνθρωπον τοῦ θεοῦ πρωτογενημάτων εἴκοσι ἄρτους κριθίνους καὶ παλάθας· καὶ εἶπεν Δότε τῷ λαῷ καὶ ἐσθιέτωσαν.
2Ki 4:43	καὶ εἶπεν ὁ λειτουργὸς αὐτοῦ Τί; δῶ τοῦτο ἐνώπιον ἑκατὸν ἀνδρῶν; καὶ εἶπεν Δὸς τῷ λαῷ καὶ ἐσθιέτωσαν, ὅτι τάδε λέγει Κύριος Φάγονται καὶ καταλείψουσιν.
2Ki 4:44	καὶ ἔφαγον καὶ κατέλιπον κατὰ τὸ ῥῆμα Κυρίου.
2Ki 5:1	Καὶ Ναιμὰν ὁ ἄρχων τῆς δυνάμεως Συρίας ἦν ἀνὴρ μέγας ἐνώπιον τοῦ κυρίου αὐτοῦ καὶ τεθαυμασμένος προσώπῳ, ὅτι ἐν αὐτῷ ἔδωκεν Κύριος σωτηρίαν Συρίᾳ· καὶ ὁ ἀνὴρ ἦν δυνατὸς ἰσχύι, λελεπρωμένος.
2Ki 5:2	καὶ Συρία ἐξῆλθον μονόζωνοι καὶ ᾐχμαλώτευσαν ἐκ γῆς Ἰσραὴλ νεάνιδα μικράν, καὶ ἦν ἐνώπιον τῆς γυναικὸς Ναιμάν.
2Ki 5:3	ἡ δὲ εἶπεν τῇ κυρίᾳ αὐτῆς Ὄφελον ὁ κύριός μου ἐνώπιον τοῦ προφήτου τοῦ θεοῦ τοῦ ἐν Σαμαρείᾳ, τότε ἀποσυνάξει αὐτὸν ἀπὸ τῆς λέπρας αὐτοῦ.
2Ki 5:4	καὶ εἰσῆλθεν καὶ ἀπήγγειλεν τῷ κυρίῳ ἑαυτῆς καὶ εἶπεν Οὕτως καὶ οὕτως ἐλάλησεν ἡ νεᾶνις ἡ ἐκ γῆς Ἰσραήλ.
2Ki 5:5	καὶ εἶπεν βασιλεὺς Συρίας πρὸς Ναιμάν Δεῦρο εἴσελθε, καὶ ἐξαποστελῶ βιβλίον πρὸς βασιλέα Ἰσραήλ· καὶ ἐπορεύθη καὶ ἔλαβεν ἐν τῇ χειρὶ αὐτοῦ δέκα τάλαντα ἀργυρίου καὶ ἑξακισχιλίους χρυσοῦς καὶ δέκα ἀλλασσομένας στολὰς.
2Ki 5:6	καὶ ἤνεγκεν τὸ βιβλίον πρὸς τὸν βασιλέα Ἰσραὴλ λέγων Καὶ νῦν ὡς ἂν ἔλθῃ τὸ βιβλίον τοῦτο πρὸς σέ, ἰδοὺ ἀπέστειλα πρὸς σὲ Ναιμὰν τὸν δοῦλόν μου, καὶ ἀποσυνάξεις αὐτὸν ἀπὸ τῆς λέπρας αὐτοῦ.
2Ki 5:7	καὶ ἐγένετο ὡς ἀνέγνω βασιλεὺς Ἰσραὴλ τὸ βιβλίον, διέρρηξεν τὰ ἱμάτια αὐτοῦ καὶ εἶπεν Ὁ θεὸς ἐγὼ τοῦ θανατῶσαι καὶ ζωοποιῆσαι, ὅτι οὗτος ἀποστέλλει πρὸς μὲ ἀποσυνάξαι ἄνδρα ἀπὸ τῆς λέπρας αὐτοῦ; ὅτι πλὴν γνῶτε δὴ καὶ ἴδετε ὅτι προφασίζεται οὗτός μοι.
2Ki 5:8	καὶ ἐγένετο ὡς ἤκουσεν Ἐλεισαῖε ὅτι διέρρηξεν ὁ βασιλεὺς Ἰσραὴλ τὰ ἱμάτια ἑαυτοῦ, καὶ ἀπέστειλεν πρὸς τὸν βασιλέα Ἰσραὴλ λέγων Ἵνα τί διέρρηξας τὰ ἱμάτιά σου; ἐλθέτω δὴ πρὸς μὲ Ναιμὰν καὶ γνώτω ὅτι ἔστιν προφήτης ἐν Ἰσραήλ.
2Ki 5:9	καὶ ἦλθεν Ναιμὰν ἐν ἵππῳ καὶ ἅρματι, καὶ ἔστη ἐπὶ θύρας οἴκου Ἐλεισαῖε.
2Ki 5:10	καὶ ἀπέστειλεν Ἐλεισαῖε ἄγγελον πρὸς αὐτὸν λέγων Πορευθεὶς λοῦσαι ἑπτάκις ἐν τῷ Ἰορδάνῃ, καὶ ἐπιστρέψει ἡ σάρξ σού σοι καὶ καθαρισθήσῃ.
2Ki 5:11	καὶ ἐθυμώθη Ναιμάν, καὶ ἀπῆλθεν καὶ εἶπεν Ἰδοὺ εἶπον Πρὸς μὲ πάντως ἐξελεύσεται καὶ ἐπικαλέσεται ἐν ὀνόματι θεοῦ αὐτοῦ, καὶ ἐπιθήσει τὴν χεῖρα αὐτοῦ ἐπὶ τὸν τόπον, καὶ ἀποσυνάξει τὸ λεπρόν.
2Ki 5:12	οὐχὶ ἀγαθὸς Ἀβανὰ καὶ Ἀφαρφὰ ποταμοὶ Δαμασκοῦ ὑπὲρ πάντα τὰ ὕδατα Ἰσραὴλ; οὐχὶ πορευθεὶς λούσομαι ἐν αὐτοῖς καὶ καθαρισθήσομαι; καὶ ἐξέκλινεν καὶ ἀπῆλθεν ἐν θυμῷ.
2Ki 5:13	καὶ ἤγγισαν οἱ παῖδες αὐτοῦ καὶ ἐλάλησαν πρὸς αὐτόν Μέγαν λόγον ἐλάλησεν ὁ προφήτης πρὸς σέ, οὐχὶ ποιήσεις; καὶ ὅτι εἶπεν πρὸς σέ Λοῦσαι καὶ καθαρίσθητι.
2Ki 5:14	καὶ κατέβη Ναιμὰν καὶ ἐβαπτίσατο ἐν τῷ Ἰορδάνῃ ἑπτάκι κατὰ τὸ ῥῆμα Ἐλεισαῖε· καὶ ἐπέστρεψεν ἡ σὰρξ αὐτοῦ ὡς σὰρξ παιδαρίου μικροῦ, καὶ ἐκαθαρίσθη.
2Ki 5:15	καὶ ἐπέστρεψεν πρὸς Ἐλεισαῖε αὐτὸς καὶ πᾶσα ἡ παρεμβολὴ αὐτοῦ, καὶ ἦλθεν καὶ ἔστη καὶ εἶπεν Ἰδοὺ ἔγνωκα ὅτι οὐκ ἔστιν θεὸς ἐν πάσῃ τῇ γῇ ὅτι ἀλλ᾽ ἢ ἐν τῷ Ἰσραήλ· καὶ νῦν λάβε τὴν εὐλογίαν παρὰ τοῦ δούλου σου.
2Ki 5:16	καὶ εἶπεν Ἐλεισαῖε Ζῇ Κύριος ᾧ παρέστην ἐνώπιον αὐτοῦ, εἰ λήμψομαι· καὶ παρεβιάσατο αὐτὸν λαβεῖν, καὶ ἠπείθησεν.
2Ki 5:17	καὶ εἶπεν Ναιμάν Καὶ εἰ μή, δοθήτω δὴ τῷ δούλῳ σου γόμορ, ζεύγη ἡμιόνων, ὅτι οὐ ποιήσει ἔτι ὁ δοῦλός σου ὁλοκαύτωμα καὶ θυσίασμα θεοῖς ἑτέροις ἀλλ᾽ ἢ τῷ κυρίῳ.
2Ki 5:18	τῷ ῥήματι τούτῳ καὶ ἱλάσεται Κύριος τῷ δούλῳ σου, ἐν τῷ εἰσπορεύεσθαι τὸν κύριόν μου εἰς οἶκον Ῥεμμὰν προσκυνῆσαι ἐκεῖ· καὶ αὐτὸς ἐπαναπαύσεται ἐπὶ τῆς χειρός μου, καὶ προσκυνήσω ἐν οἴκῳ Ῥεμμὰν ἐν τῷ προσκυνεῖν αὐτὸν ἐν οἴκῳ Ῥεμμάν· καὶ ἱλάσεται δὴ Κύριος τῷ δούλῳ σου ἐν τῷ λόγῳ τούτῳ.
2Ki 5:19	καὶ εἶπεν Ἐλεισαῖε πρὸς Ναιμάν Δεῦρο εἰς εἰρήνην· καὶ ἀπῆλθεν παρ᾽ αὐτοῦ εἰς δεβραθὰ τῆς γῆς.
2Ki 5:20	Καὶ εἶπεν Γιεζεὶ τὸ παιδάριον Ἐλεισαῖε Ἰδοὺ ἐφείσατο ὁ κύριός μου τοῦ Ναιμὰν τοῦ Σύρου τούτου, τοῦ μὴ λαβεῖν ἐκ χειρὸς αὐτοῦ ἃ ἐνήνοχεν· ζῇ Κύριος ὅτι εἰ μὴ δραμοῦμαι ὀπίσω αὐτοῦ καὶ λήμψομαι παρ᾽ αὐτοῦ τι.
2Ki 5:21	καὶ ἐδίωξε Γιεζεὶ ὀπίσω τοῦ Ναιμάν· καὶ εἶδεν αὐτὸν Ναιμὰν τρέχοντα ὀπίσω αὐτοῦ, καὶ ἐπέστρεψεν ἀπὸ τοῦ ἅρματος εἰς ἀπαντὴν αὐτοῦ.
2Ki 5:22	καὶ εἶπεν Εἰρήνη· ὁ κύριός μου ἀπέστειλέν με λέγων Ἰδοὺ νῦν ἦλθον πρὸς μὲ δύο παιδάρια ἐξ ὄρους Ἐφράιμ ἀπὸ τῶν υἱῶν τῶν προφητῶν· δὸς δὴ αὐτοῖς τάλαντον ἀργυρίου καὶ δύο ἀλλασσομένας στολάς.
2Ki 5:23	καὶ εἶπεν Ναιμάν Λάβε διτάλαντον ἀργυρίου· καὶ ἔλαβεν ἐν δυσὶ θυλάκοις, καὶ δύο ἀλλασσομένας στολάς· καὶ ἔδωκεν ἐπὶ δύο παιδάρια αὐτοῦ, καὶ ᾖρον ἔμπροσθεν αὐτοῦ.
2Ki 5:24	καὶ ἦλθον εἰς τὸ σκοτεινόν, καὶ ἔλαβεν ἐκ τῶν χειρῶν αὐτῶν καὶ παρέθετο ἐν οἴκῳ, καὶ ἐξαπέστειλεν τοὺς ἄνδρας.
