Gen 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Gen 4:20	καὶ ἔτεκεν Ἀδὰ τὸν Ἰωβέλ· οὗτος ἦν ὁ πατὴρ οἰκούντων ἐν σκηναῖς κτηνοτρόφων.
Gen 4:21	καὶ ὄνομα τῷ ἀδελφῷ αὐτοῦ Ἰουβάλ· οὗτος ἦν ὁ καταδείξας ψαλτήριον καὶ κιθάραν.
Gen 4:22	Σελλὰ δὲ ἔτεκεν καὶ αὐτὴ τὸν Θόβελ· καὶ ἦν σφυροκόπος χαλκεὺς χαλκοῦ καὶ σιδήρου. ἀδελφὴ δὲ Θόβελ Νοεμά.
Gen 4:23	εἶπεν δὲ Λάμεχ ταῖς ἑαυτοῦ γυναιξίν Ἀδὰ καὶ Σελλά, ἀκούσατέ μου τῆς φωνῆς· γυναῖκες Λάμεχ, ἐνωτίσασθέ μου τοὺς λόγους· ὅτι ἄνδρα ἀπέκτεινα εἰς τραῦμα ἐμοί, καὶ νεανίσκον εἰς μώλωπα ἐμοί·
Gen 4:24	ὅτι ἑπτάκις ἐκδεδίκηται ἐκ Κάιν, ἐκ δὲ Λάμεχ ἑβδομηκοντάκις ἑπτά.
Gen 4:25	⸂⸆⸃ Ἔγνω δὲ Ἀδὰμ Εὕαν τὴν γυναῖκα αὐτοῦ, καὶ συλλαβοῦσα ἔτεκεν υἱόν. καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Σὴθ λέγουσα Ἐξανέστησεν γάρ μοι ὁ θεὸς σπέρμα ἕτερον ἀντὶ Ἅβελ, ὃν ἀπέκτεινεν Κάιν.
Gen 4:26	καὶ τῷ Σὴθ ἐγένετο υἱός, ἐπωνόμασεν δὲ τὸ ὄνομα αὐτοῦ Ἐνώς· οὗτος ἤλπισεν ἐπικαλεῖσθαι τὸ ὄνομα Κυρίου τοῦ θεοῦ.
Gen 5:1	Αὕτη ἡ βίβλος γενέσεως ἀνθρώπων. ᾗ ἡμέρᾳ ἐποίησεν ὁ θεὸς τὸν Ἀδάμ, κατ᾽ εἰκόνα θεοῦ ἐποίησεν αὐτόν·
Gen 5:2	ἄρσεν καὶ θῆλυ ἐποίησεν αὐτούς, καὶ εὐλόγησεν αὐτούς. καὶ ἐπωνόμασεν τὸ ὄνομα αὐτῶν Ἀδάμ, ᾗ ἡμέρᾳ ἐποίησεν αὐτούς.
Gen 5:3	ἔζησεν δὲ Ἀδὰμ διακόσια καὶ τριάκοντα ἔτη, καὶ ἐγέννησεν κατὰ τὴν εἰδέαν αὐτοῦ καὶ κατὰ τὴν εἰκόνα αὐτοῦ· καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Σήθ.
Gen 5:4	ἐγένοντο δὲ αἱ ἡμέραι Ἀδὰμ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Σὴθ ἑπτακόσια ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:5	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἀδὰμ ἃς ἔζησεν ἐννακόσια καὶ τριάκοντα ἔτη, καὶ ἀπέθανεν.
Gen 5:6	Ἔζησεν δὲ Σὴθ διακόσια καὶ πέντε ἔτη, καὶ ἐγέννησεν τὸν Ἐνώς.
Gen 5:7	καὶ ἔζησεν Σὴθ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ἐνὼς ἑπτακόσια καὶ ἑπτὰ ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:8	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Σὴθ ἐννακόσια δώδεκα ἔτη, καὶ ἀπέθανεν.
Gen 5:9	Καὶ ἔζησεν Ἐνὼς ἑκατὸν ἐνενήκοντα ἔτη, καὶ ἐγέννησεν τὸν Καινάν.
Gen 5:10	καὶ ἔζησεν Ἐνὼς μετὰ τὸ γεννῆσαι αὐτὸν τὸν Καινὰν ἑπτακόσια καὶ δέκα πέντε ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:11	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἐνὼς ἐννακόσια καὶ πέντε ἔτη, καὶ ἀπέθανεν. ⸆
Gen 5:12	Καὶ ἔζησεν Καινὰν ἑκατὸν ἑβδομήκοντα ἔτη, καὶ ἐγέννησεν τὸν Μαλελεήλ.
Gen 5:13	καὶ ἔζησεν Καινὰν μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαλελεὴλ ἑπτακόσια καὶ τεσσεράκοντα ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:14	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Καινὰν ἐννακόσια καὶ δέκα ἔτη, καὶ ἀπέθανεν.
Gen 5:15	Καὶ ἔζησεν Μαλελεὴλ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη, καὶ ἐγέννησεν τὸν Ἰάρεδ.
Gen 5:16	καὶ ἔζησεν Μαλελεὴλ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ἰάρεδ ἑπτακόσια καὶ τριάκοντα ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:17	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαλελεὴλ ὀκτακόσια καὶ ἐνενήκοντα πέντε ἔτη, καὶ ἀπέθανεν.
Gen 5:18	⸂⸆⸃ Καὶ ἔζησεν Ἰάρεδ ἑκατὸν καὶ ἑξήκοντα δύο ἔτη, καὶ ἐγέννησεν τὸν Ἑνώχ.
Gen 5:19	καὶ ἔζησεν Ἰάρεδ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ἑνὼχ ὀκτακόσια ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:20	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἰάρεδ ἐννακόσια καὶ ἑξήκοντα δύο ἔτη, καὶ ἀπέθανεν.
Gen 5:21	Καὶ ἔζησεν Ἑνὼχ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη, καὶ ἐγέννησεν τὸν Μαθουσάλα.
Gen 5:22	εὐηρέστησεν δὲ Ἑνὼχ τῷ θεῷ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαθουσάλα διακόσια ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:23	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ἑνὼχ τριακόσια ἑξήκοντα πέντε ἔτη.
Gen 5:24	καὶ εὐηρέστησεν Ἑνὼχ τῷ θεῷ· καὶ οὐχ ηὑρίσκετο, διότι μετέθηκεν αὐτὸν ὁ θεός.
Gen 5:25	Καὶ ἔζησεν Μαθουσάλα ἑκατὸν καὶ ὀγδοήκοντα ἑπτὰ ἔτη, καὶ ἐγέννησεν τὸν Λάμεχ.
Gen 5:26	καὶ ἔζησεν Μαθουσάλα μετὰ τὸ γεννῆσαι αὐτὸν τὸν Λάμεχ ἑπτακόσια καὶ ὀγδοήκοντα δύο ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:27	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαθουσάλα ἃς ἔζησεν ἐννακόσια καὶ ἑξήκοντα ἐννέα ἔτη, καὶ ἀπέθανεν.
Gen 5:28	Καὶ ἔζησεν Λάμεχ ἑκατὸν ὀγδοήκοντα ὀκτὼ ἔτη, καὶ ἐγέννησεν υἱόν.
Gen 5:29	καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Νῶε λέγων Οὗτος διαναπαύσει ἡμᾶς ἀπὸ τῶν ἔργων ἡμῶν καὶ ἀπὸ τῶν λυπῶν τῶν χειρῶν ἡμῶν ⸆ καὶ ἀπὸ τῆς γῆς ἧς κατηράσατο Κύριος ὁ θεός.
Gen 5:30	καὶ ἔζησεν Λάμεχ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Νῶε πεντακόσια καὶ ἑξήκοντα πέντε ἔτη, καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας.
Gen 5:31	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Λάμεχ ἑπτακόσια καὶ πεντήκοντα τρία ἔτη, καὶ ἀπέθανεν.
Gen 6:1	Καὶ ἦν Νῶε ἐτῶν πεντακοσίων, καὶ ἐγέννησεν Νῶε τρεῖς υἱούς, τὸν Σήμ, τὸν Χάμ, τὸν Ἰάφεθ. Καὶ ἐγένετο ἡνίκα ἤρξαντο οἱ ἄνθρωποι πολλοὶ γίνεσθαι ἐπὶ τῆς γῆς, καὶ θυγατέρες ἐγενήθησαν αὐτοῖς·
Gen 6:2	ἰδόντες δὲ οἱ ἄγγελοι τοῦ θεοῦ τὰς θυγατέρας τῶν ἀνθρώπων ὅτι καλαί εἰσιν, ἔλαβον ἑαυτοῖς γυναῖκας ἀπὸ πασῶν ὧν ἐξελέξαντο.
Gen 6:3	καὶ εἶπεν Κύριος ὁ θεός Οὐ μὴ καταμείνῃ τὸ πνεῦμά μου ἐν τοῖς ἀνθρώποις τούτοις εἰς τὸν αἰῶνα, διὰ τὸ εἶναι αὐτοὺς σάρκας· ἔσονται δὲ αἱ ἡμέραι αὐτῶν ἑκατὸν εἴκοσι ἔτη.
Gen 6:4	οἱ δὲ γίγαντες ἦσαν ἐπὶ τῆς γῆς ἐν ⸂⸆⸃ ταῖς ἡμέραις ἐκείναις, καὶ μετ᾽ ἐκεῖνο ὡς ἂν εἰσεπορεύοντο οἱ υἱοὶ τοῦ θεοῦ πρὸς τὰς θυγατέρας τῶν ἀνθρώπων, καὶ ἐγεννῶσαν ἑαυτοῖς· ἐκεῖνοι ἦσαν οἱ γίγαντες οἱ ἀπ᾽ αἰῶνος, οἱ ἄνθρωποι οἱ ὀνομαστοί.
Gen 6:5	ἰδὼν δὲ Κύριος ὁ θεὸς ὅτι ἐπληθύνθησαν αἱ κακίαι τῶν ἀνθρώπων ἐπὶ τῆς γῆς, καὶ πᾶς τις διανοεῖται ἐν τῇ καρδίᾳ αὐτοῦ ἐπιμελῶς ἐπὶ τὰ πονηρὰ πάσας τὰς ἡμέρας·
Gen 6:6	καὶ ἐνεθυμήθη ὁ θεὸς ὅτι ἐποίησεν τὸν ἄνθρωπον ἐπὶ τῆς γῆς, καὶ διενοήθη.
Gen 6:7	καὶ εἶπεν ὁ θεός Ἀπαλείψω τὸν ἄνθρωπον ὃν ἐποίησα ἀπὸ προσώπου τῆς γῆς, ἀπὸ ἀνθρώπου ἕως κτήνους καὶ ἀπὸ ἑρπετῶν ἕως τῶν πετεινῶν τοῦ οὐρανοῦ· ὅτι ἐθυμώθην ὅτι ἐποίησα αὐτούς.
Gen 6:8	Νῶε δὲ εὗρεν χάριν ἐναντίον Κυρίου τοῦ θεοῦ.
Gen 6:9	Αὗται δὲ αἱ γενέσεις Νῶε. Νῶε ἄνθρωπος δίκαιος, τέλειος ὢν ἐν τῇ γενέσει αὐτοῦ· τῷ θεῷ εὐηρέστησεν Νῶε.
Gen 6:10	ἐγέννησεν δὲ Νῶε τρεῖς υἱούς, τὸν Σήμ, τὸν Χάμ, τὸν Ἰάφεθ.
Gen 6:11	ἐφθάρη δὲ ἡ γῆ ἐναντίον τοῦ θεοῦ, καὶ ἐπλήσθη ἡ γῆ ἀδικίας.
Gen 6:12	καὶ ἴδεν Κύριος ὁ θεὸς τὴν γῆν, καὶ ἦν κατεφθαρμένη, ὅτι κατέφθειρεν πᾶσα σὰρξ τὴν ὁδὸν αὐτοῦ ἐπὶ τῆς γῆς.
Gen 6:13	Καὶ εἶπεν ὁ θεὸς πρὸς Νῶε Καιρὸς παντὸς ἀνθρώπου ἥκει ἐναντίον μου, ὅτι ἐπλήσθη ἡ γῆ ἀδικίας ἀπ᾽ αὐτῶν· καὶ ἰδοὺ ἐγὼ καταφθείρω αὐτοὺς καὶ τὴν γῆν.
Gen 6:14	ποίησον οὖν σεαυτῷ κιβωτὸν ἐκ ξύλων τετραγώνων· νοσσιὰς ποιήσεις τὴν κιβωτόν, καὶ ἀσφαλτώσεις αὐτὴν ἔσωθεν καὶ ἔξωθεν τῇ ἀσφάλτῳ.
Gen 6:15	καὶ οὕτως ποιήσεις τὴν κιβωτόν· τριακοσίων πήχεων τὸ μῆκος τῆς κιβωτοῦ, καὶ πεντήκοντα πήχεων τὸ πλάτος, καὶ τριάκοντα πήχεων τὸ ὕψος αὐτῆς.
Gen 6:16	ἐπισυνάγων ποιήσεις τὴν κιβωτόν, καὶ εἰς πῆχυν συντελέσεις αὐτὴν ἄνωθεν· τὴν δὲ θύραν τῆς κιβωτοῦ ποιήσεις ἐκ πλαγίων· κατάγαια διώροφα καὶ τριώροφα ποιήσεις αὐτήν. ⸆
Gen 6:17	ἐγὼ δὲ ἰδοὺ ἐπάγω τὸν κατακλυσμὸν ὕδωρ ἐπὶ τὴν γῆν, καταφθεῖραι πᾶσαν σάρκα ἐν ᾗ ἐστὶν ἐν αὐτῇ πνεῦμα ζωῆς ὑποκάτω τοῦ οὐρανοῦ· καὶ ὅσα ἐὰν ᾖ ἐπὶ τῆς γῆς τελευτήσει.
Gen 6:18	καὶ στήσω τὴν διαθήκην μου πρὸς σέ· εἰσελεύσῃ δὲ εἰς τὴν κιβωτόν, σὺ καὶ οἱ υἱοί σου καὶ ἡ γυνή σου καὶ αἱ γυναῖκες τῶν υἱῶν σου μετὰ σοῦ.
Gen 6:19	καὶ ἀπὸ πάντων τῶν κτηνῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν καὶ ἀπὸ πάντων τῶν θηρίων καὶ ἀπὸ πάσης σαρκός, δύο δύο ἀπὸ πάντων εἰσάξεις εἰς τὴν κιβωτόν, ἵνα τρέφῃς μετὰ σεαυτοῦ· ἄρσεν καὶ θῆλυ ἔσονται.
Gen 6:20	ἀπὸ πάντων τῶν ὀρνέων τῶν πετεινῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν κτηνῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἑρπόντων ἐπὶ τῆς γῆς κατὰ γένος αὐτῶν, δύο δύο ἀπὸ πάντων εἰσελεύσονται πρὸς σὲ τρέφεσθαι μετὰ σοῦ, ἄρσεν καὶ θῆλυ.
Gen 6:21	σὺ δὲ λήμψῃ σεαυτῷ ἀπὸ πάντων τῶν βρωμάτων ἃ ἔδεσθε, καὶ συνάξεις πρὸς σεαυτόν, καὶ ἔσται σοὶ καὶ ἐκείνοις φαγεῖν.
Gen 6:22	καὶ ἐποίησεν Νῶε πάντα ὅσα ἐνετείλατο αὐτῷ Κύριος ὁ θεός, οὕτως ἐποίησεν.
Gen 7:1	⸂⸆⸃ Καὶ εἶπεν Κύριος ὁ θεὸς πρὸς Νῶε Εἴσελθε σὺ καὶ πᾶς ὁ οἶκός σου εἰς τὴν κιβωτόν, ὅτι σὲ ἴδον δίκαιον ἐναντίον μου ἐν τῇ γενεᾷ ταύτῃ.
Gen 7:2	ἀπὸ δὲ τῶν κτηνῶν τῶν καθαρῶν εἰσάγαγε πρὸς σὲ ἑπτὰ ἑπτὰ ἄρσεν καὶ θῆλυ, ἀπὸ δὲ τῶν κτηνῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ·
Gen 7:3	καὶ ἀπὸ τῶν πετεινῶν τοῦ οὐρανοῦ τῶν καθαρῶν ἑπτὰ ἑπτὰ ἄρσεν καὶ θῆλυ, καὶ ἀπὸ πάντων τῶν πετεινῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ, διαθρέψαι σπέρμα ἐπὶ πᾶσαν τὴν γῆν.
Gen 7:4	ἔτι γὰρ ἡμερῶν ἑπτὰ ἐγὼ ἐπάγω ὑετὸν ἐπὶ τὴν γῆν τεσσεράκοντα ἡμέρας καὶ τεσσεράκοντα νύκτας, καὶ ἐξαλείψω πᾶν τὸ ἀνάστεμα ὃ ἐποίησα ἀπὸ προσώπου τῆς γῆς.
Gen 7:5	καὶ ἐποίησεν Νῶε πάντα ὅσα ἐνετείλατο αὐτῷ Κύριος ὁ θεός. ⸆
Gen 7:6	Νῶε δὲ ἦν ἐτῶν ἑξακοσίων καὶ ὁ κατακλυσμὸς ἦν ἐπὶ τῆς γῆς.
Gen 7:7	εἰσῆλθεν δὲ Νῶε καὶ οἱ υἱοὶ αὐτοῦ καὶ ἡ γυνὴ αὐτοῦ καὶ αἱ γυναῖκες τῶν υἱῶν αὐτοῦ μετ᾽ αὐτοῦ εἰς τὴν κιβωτὸν διὰ τὸ ὕδωρ τοῦ κατακλυσμοῦ.
Gen 7:8	καὶ ἀπὸ τῶν πετεινῶν καὶ ἀπὸ τῶν ⸂⸆⸃ κτηνῶν τῶν καθαρῶν καὶ ἀπὸ τῶν κτηνῶν τῶν μὴ καθαρῶν καὶ ἀπὸ τῶν πετεινῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἐπὶ τῆς γῆς
Gen 7:9	δύο δύο εἰσῆλθον πρὸς Νῶε εἰς τὴν κιβωτόν, ἄρσεν καὶ θῆλυ, καθὰ ἐνετείλατο αὐτῷ ὁ θεός.
Gen 7:10	Καὶ ἐγένετο μετὰ τὰς ἑπτὰ ἡμέρας καὶ τὸ ὕδωρ τοῦ κατακλυσμοῦ ἐγένετο ἐπὶ τῆς γῆς.
Gen 7:11	ἐν τῷ ἑξακοσιοστῷ ἔτει ἐν τῇ ζωῇ τοῦ Νῶε τοῦ δευτέρου μηνός, ἑβδόμῃ καὶ εἰκάδι τοῦ μηνός, τῇ ἡμέρᾳ ταύτῃ ἐρράγησαν πᾶσαι αἱ πηγαὶ τῆς ἀβύσσου, καὶ οἱ καταράκται τοῦ οὐρανοῦ ἠνεῴχθησαν·
Gen 7:12	καὶ ἐγένετο ὁ ὑετὸς ἐπὶ τῆς γῆς τεσσεράκοντα ἡμέρας καὶ τεσσεράκοντα νύκτας.
Gen 7:13	Ἐν τῇ ἡμέρᾳ ταύτῃ εἰσῆλθεν Νῶε, Σήμ, Χάμ, Ἰάφεθ, υἱοὶ Νῶε, καὶ ἡ γυνὴ Νῶε καὶ αἱ τρεῖς γυναῖκες τῶν υἱῶν αὐτοῦ μετ᾽ αὐτοῦ εἰς τὴν κιβωτόν.
Gen 7:14	καὶ πάντα τὰ θηρία κατὰ γένος καὶ πάντα τὰ κτήνη κατὰ γένος καὶ πᾶν ἑρπετὸν κινούμενον ἐπὶ τῆς γῆς κατὰ γένος καὶ πᾶν πετεινὸν κατὰ γένος
Gen 7:15	εἰσῆλθον πρὸς Νῶε εἰς τὴν κιβωτόν, δύο δύο ἄρσεν καὶ θῆλυ ἀπὸ πάσης σαρκὸς ἐν ᾧ ἐστὶν πνεῦμα ζωῆς.
Gen 7:16	καὶ τὰ εἰσπορευόμενα ἄρσεν καὶ θῆλυ ἀπὸ πάσης σαρκὸς εἰσῆλθεν, καθὰ ἐνετείλατο ὁ θεὸς τῷ Νῶε· ⸆ καὶ ἔκλεισεν Κύριος ὁ θεὸς τὴν κιβωτὸν ἔξωθεν αὐτοῦ.
Gen 7:17	Καὶ ἐγένετο ὁ κατακλυσμὸς ἐπὶ τῆς γῆς τεσσεράκοντα ἡμέρας καὶ τεσσεράκοντα νύκτας ἐπὶ τῆς γῆς· καὶ ἐπληθύνθη τὸ ὕδωρ καὶ ἐπῆρεν τὴν κιβωτόν, καὶ ὑψώθη ἀπὸ τῆς γῆς.
Gen 7:18	καὶ ἐπεκράτει τὸ ὕδωρ καὶ ἐπληθύνετο σφόδρα ἐπὶ τῆς γῆς· καὶ ἐπεφέρετο ἡ κιβωτὸς ἐπάνω τοῦ ὕδατος.
