1Ch 1:1	ΑΔΑΜ, Σήθ, Ἐνώς,
1Ch 4:23	οὗτοι κεραμεῖς οἱ κατοικοῦντες ἐν Ἀζαεὶμ καὶ Γαβαηρὰ μετὰ τοῦ βασιλέως· ἐν τῇ βασιλείᾳ αὐτοῦ ἐνίσχυσαν καὶ κατῴκησαν ἐκεῖ.
1Ch 4:24	Υἱοὶ Συμεών· Ναμουὴλ καὶ Ἰαμείν, Ἰαρείν, Ζάρες, Σαούλ·
1Ch 4:25	Σαλὲμ υἱὸς αὐτοῦ, Μαβασὰμ υἱὸς αὐτοῦ, Μασμὰ υἱὸς αὐτοῦ,
1Ch 4:26	Σεμεεὶ υἱὸς αὐτοῦ.
1Ch 4:27	τῷ Σεμεεὶ υἱοὶ ἑκκαίδεκα καὶ θυγατέρες τρεῖς· καὶ τοῖς ἀδελφοῖς αὐτῶν οὐκ ἦσαν υἱοὶ πολλοί· καὶ πᾶσαι αἱ πατριαὶ αὐτῶν οὐκ ἐπλεόνασαν ὡς υἱοὶ Ἰούδα.
1Ch 4:28	καὶ κατῴκησαν ἐν Βηρσάβεε καὶ Σάμα καὶ Μωαλδὰ καὶ Ἑσηρεουλάβ·
1Ch 4:29	Ἀβελλὰ καὶ Βοόσαλ καὶ Θουλάεμ
1Ch 4:30	καὶ Βαθοὺν καὶ Ἑρμὰ καὶ Ὠκλὰ
1Ch 4:31	καὶ Βαιθμαρειμὼθ καὶ Ἡμισυσεσορὰμ καὶ οἶκον Βραουμσεωρείμ· αὗται πόλεις αὐτῶν ἕως βασιλέως Δαυείδ.
1Ch 4:32	καὶ ἐπαύλεις αὐτῶν· Αἰτὰν καὶ Ῥεμμὼν καὶ Θόκκα καὶ Αἰσάρ, πόλεις πέντε.
1Ch 4:33	καὶ πᾶσαι ἐπαύλεις αὐτῶν κύκλῳ τῶν πόλεων τούτων ἕως Βάλατ· αὕτη κατάσχεσις αὐτῶν καὶ ὁ καταλοχισμὸς αὐτῶν.
1Ch 4:34	καὶ Μοσωβὰβ καὶ Ἰεμολὸχ καὶ Ἰωσειὰ υἱὸς Ἀμασειὰ
1Ch 4:35	καὶ Ἰωήλ· καὶ οὗτος υἱὸς Ἰσαβιὰ υἱὸς Σαρααὺ υἱὸς Ἀσιήλ·
1Ch 4:36	καὶ Ἐλιωναὶ καὶ Ἰωκάβα καὶ Ἰασουιὰ καὶ Ἀσιὰ υἱοὶ Ἀωσὰλ υἱοῦ Σαφὰλ
1Ch 4:37	υἱοῦ Ἀμὼν υἱοῦ Ἰδιὰ υἱοῦ Σαμὰρ υἱοῦ Συμεών.
1Ch 4:38	οὗτοι οἱ διελόντες ἐν ὀνόμασιν ἀρχόντων ἐν ταῖς γενέσεσιν αὐτῶν· καὶ ἐν οἴκοις πατριῶν αὐτῶν ἐπληθύνθησαν εἰς πλῆθος.
1Ch 4:39	Καὶ ἐπορεύθησαν ἕως τοῦ ἐλθεῖν Γέραρα ἕως τῶν ἀνατολῶν τῆς Γαί, τοῦ ζητῆσαι νομὰς τοῖς κτήνεσιν αὐτῶν.
1Ch 4:40	καὶ εὗρον νομὰς πίονας καὶ ἀγαθάς· καὶ ἡ γῆ πλατεῖα ἐναντίον αὐτῶν, καὶ εἰρήνη καὶ ἡσυχία, ὅτι ἐκ τῶν υἱῶν Χὰμ τῶν κατοικούντων ἐκεῖ ἔμπροσθεν.
1Ch 4:41	καὶ ἤλθοσαν οὗτοι γεγραμμένοι ἐπ᾽ ὀνόματος ἐν ἡμέραις Ἑζεκίου βασιλέως Ἰούδα καὶ ἐπάταξαν τοὺς οἴκους αὐτῶν καὶ τοὺς Μιναίους οὓς εὕροσαν ἐκεῖ, καὶ ἀνεθεμάτισαν αὐτοὺς ἕως τῆς ἡμέρας ταύτης· καὶ ᾤκησαν ἀντ᾽ αὐτῶν, ὅτι νομαὶ τοῖς κτήνεσιν αὐτῶν ἐκεῖ.
1Ch 4:42	καὶ ἐξ αὐτῶν ἀπὸ τῶν υἱῶν Συμεὼν ἐπορεύθησαν εἰς ὄρος Σηεὶρ ἄνδρες πεντακόσιοι, καὶ Φαλαεττειὰ καὶ Νωαδειὰ καὶ Ῥαφαιὰ καὶ Ὀζειὴλ υἱοὶ Ἰεσθὲν ἄρχοντες αὐτῶν·
1Ch 4:43	καὶ ἐπάταξαν τούς καταλειφθέντας τοὺς καταλοίπους τοῦ Ἀμαλὴκ ἕως τῆς ἡμέρας ταύτης.
1Ch 5:1	Καὶ υἱοὶ Ῥουβὴν πρωτοτόκου Ἰσραήλ· ὅτι οὗτος ὁ πρωτότοκος, καὶ ἐν τῷ ἀναβῆναι ἐπὶ τὴν κοίτην τοῦ πατρὸς αὐτοῦ ἔδωκεν εὐλογίαν αὐτοῦ τῷ υἱῷ αὐτοῦ Ἰωσὴφ υἱῷ Ἰσραήλ, καὶ οὐκ ἐγενεαλογήθη εἰς πρωτοτοκεῖα,
1Ch 5:2	ὅτι Ἰούδας δυνατὸς ἰσχύι καὶ ἐν τοῖς ἀδελφοῖς αὐτοῦ, καὶ εἰς ἡγούμενον ἐξ αὐτοῦ, καὶ ἡ εὐλογία τοῦ Ἰωσήφ·
1Ch 5:3	υἱοὶ Ῥουβὴν πρωτοτόκου Ἰσραήλ· Ἑνὼχ καὶ Φαλλούς, Ἁρσὼν καὶ Χαρμεί.
1Ch 5:4	υἱοὶ Ἰωήλ· Σεμεεὶ καὶ Βαναιὰ υἱὸς αὐτοῦ. καὶ υἱοὶ Γοὺγ υἱοῦ Σεμεεί·
1Ch 5:5	υἱὸς αὐτοῦ Ἠχά, υἱὸς αὐτοῦ Ῥηχά, υἱὸς αὐτοῦ Ἰωήλ,
1Ch 5:6	υἱὸς αὐτοῦ Βεήλ, ὃν μετῴκισεν Θαλγαβανάσαρ βασιλεὺς Ἀσσούρ· οὗτος ἄρχων τῶν Ῥουβήν.
1Ch 5:7	καὶ ἀδελφοὶ αὐτοῦ τῇ πατρίδι αὐτοῦ ἐν τοῖς καταλοχισμοῖς αὐτῶν κατὰ γένεσιν αὐτῶν· ὁ ἄρχων Ἰωὴλ καὶ Ζαχαριὰ
1Ch 5:8	καὶ Βάλεκ υἱὸς Ὀζοὺζ υἱὸς Σάμα υἱὸς Ἰωήλ· οὗτος κατῴκησεν ἐν Ἀροὴρ καὶ ἐπὶ Ναβαὺ καὶ Βεελμασσών,
1Ch 5:9	καὶ πρὸς ἀνατολὰς κατῴκησεν ἕως ἐρχομένων τῆς ἐρήμου ἀπὸ τοῦ ποταμοῦ Εὐφράτου, ὅτι κτήνη αὐτῷ πολλὰ ἐν γῇ Γαλαάδ.
1Ch 5:10	καὶ ἐν ἡμέραις Σαοὺλ ἐποίησαν πόλεμον πρὸς τοὺς παροίκους, καὶ ἔπεσον ἐν χερσὶν αὐτῶν κατοικοῦντες ἐν σκηναῖς ἕως πάντες κατ᾽ ἀνατολὰς τῆς Γαλαάδ.
1Ch 5:11	Υἱοὶ Γὰδ κατέναντι αὐτῶν κατῴκησαν ἐν τῇ Βασὰν ἕως Ἐλχά·
1Ch 5:12	Ἰωὴλ πρωτότοκος, καὶ Σαβὰτ ὁ δεύτερος, καὶ Ἰανεὶν ὁ γραμματεὺς ἐν βασάν.
1Ch 5:13	καὶ οἱ ἀδελφοὶ αὐτῶν κατ᾽ οἴκους πατριῶν αὐτῶν· Μιχαήλ, Μοσολὰμ καὶ ΣέΒεε καὶ Ἰωρεὲ καὶ Χιμὰ Ζοῦε καὶ Ὠβήδ, ὀκτώ.
1Ch 5:14	οὗτοι υἱοὶ Ἀβειχαιὰ υἱοὶ Οὑρεὶ υἱοῦ Ἰδαὶ υἱοῦ Γαλαὰδ υἱοῦ Μειχαὴλ υἱοῦ Ἰσαὶ υἱοῦ Ἰουρεὶ υἱοῦ Ζαβουχὰμ
1Ch 5:15	υἱοῦ Ἀβδεὴλ υἱοῦ Γουνεί· ἄρχων οἴκου πατριῶν,
1Ch 5:16	κατοίκων ἐν Γαλαάμ, ἐν Βασὰμ καὶ ἐν ταῖς κώμαις αὐτῶν καὶ πάντα τὰ περίχωρα Γεριὰμ ἕως ἐξόδου.
1Ch 5:17	πάντων ὁ καταλοχισμὸς ἐν ἡμέραις Ἰωαθὰμ βασιλέως Ἰούδα καὶ ἐν ἡμέραις Ἰεροβοὰμ βασιλέως Ἰσραήλ.
1Ch 5:18	Υἱοὶ Ῥουβὴν καὶ Γὰδ καὶ ἥμισυ φυλῆς Μανασσὴ ἐξ υἱῶν δυνάμεως, ἄνδρες αἴροντες ἀσπίδας καὶ μάχαιραν καὶ τείνοντες τόξον καὶ δεδιδαγμένοι πόλεμον, τεσσεράκοντα καὶ τέσσαρες χιλιάδες καὶ ἑπτακόσιοι καὶ ἑξήκοντα ἐκπορευόμενοι εἰς παράταξιν.
1Ch 5:19	καὶ ἐποίουν πόλεμον μετὰ τῶν Ἁγαρηνῶν καὶ Τουραίων καὶ Ναφεισαδαίων καὶ Ναδαβαίων,
1Ch 5:20	καὶ κατίσχυσαν ἐπ᾽ αὐτῶν· καὶ ἐδόθησαν εἰς χεῖρας αὐτῶν οἱ Ἁγεραῖοι καὶ πάντα τὰ σκηνώματα αὐτῶν· ὅτι πρὸς τὸν θεὸν ἐβόησαν ἐν τῷ πολέμῳ καὶ ἐπήκουσεν αὐτοῖς, ὅτι ἤλπισαν ἐπ᾽ αὐτόν.
1Ch 5:21	καὶ ᾐχμαλώτευσαν τὴν ἀποσκευὴν αὐτῶν, καμήλους πεντακισχιλίας, καὶ προβάτων διακοσίας πεντήκοντα χιλιάδας, ὄνους δισχιλίους, καὶ ψυχὰς ἀνδρῶν ἑκατὸν χιλιάδας·
1Ch 5:22	ὅτι τραυματίαι πολλοὶ ἔπεσον, ὅτι παρὰ τοῦ θεοῦ ὁ πόλεμος. καὶ κατῴκησαν ἀντ᾽ αὐτῶν ἕως τῆς μετοικεσίας.
1Ch 5:23	Καὶ οἱ ἡμίσεις φυλῆς Μανασσὴ κατῴκησαν ἀπὸ Βασὰν ἕως Βαιλεὶμ καὶ Σανεὶρ καὶ ὄρος Ἁερμών· καὶ ἐν τῷ Λιβάνῳ αὐτοὶ ἐπλεονάσθησαν.
1Ch 5:24	καὶ οὗτοι ἀρχηγοὶ οἴκου πατριῶν αὐτῶν· Ὄφερ καὶ Σεεὶ καὶ Ἐλειὴλ καὶ Ἐσδριὴλ καὶ Ἰερμειὰ καὶ Ὡδουιὰ καὶ Ἰελειήλ, ἄνδρες ἰσχυροὶ δυνάμει, ἄνδρες ὀνομαστοί, ἄρχοντες τῶν οἴκων πατριῶν αὐτῶν.
1Ch 5:25	Καὶ ἠθέτησαν ἐν θεῷ πατέρων αὐτῶν, καὶ ἐπόρνευσαν ὀπίσω θεῶν λαῶν τῆς γῆς οὓς ἐξῆρεν ὁ θεὸς ἀπὸ προσώπου αὐτῶν.
1Ch 5:26	καὶ ἐπήγειρεν ὁ θεὸς Ἰσραὴλ τὸ πνεῦμα Φαλὼχ βασιλέως Ἀσσοὺρ καὶ τὸ πνεῦμα Θαγναφαμάσαρ βασιλέως Ἀσσούρ, καὶ μετῴκισεν τὸν Ῥουβὴν καὶ τὸν Γαδδεὶ καὶ τὸ ἥμισυ φυλῆς Μανασσή, καὶ ἤγαγεν αὐτοὺς εἰς Χαὰχ καὶ Χαβὼρ καὶ ἐπὶ ποταμὸν Χωζὰρ ἕως τῆς ἡμέρας ταύτης.
1Ch 6:1	Υἱοὶ Λευεί· Γεδσών, Καὰθ καὶ Μαραρεί.
1Ch 6:2	καὶ υἱοὶ Καάθ· Ἀμβρὰμ καὶ Ἰσσάαρ, Χεβρὼν καὶ Ὀζειήλ.
1Ch 6:3	καὶ υἱοὶ Ἀμβράν· Ἀαρὼν καὶ Μωυσῆς καὶ Μαριάμ. καὶ υἱοὶ Ἀαρών· Ναδὰβ καὶ Ἀβιούδ, Ἐλεαζὰρ καὶ Ἰθαμάρ.
1Ch 6:4	Ἐλεαζὰρ ἐγέννησεν τὸν Φεινεές, Φεινεὲς ἐγέννησεν τὸν Ἀβεισού,
1Ch 6:5	Ἀβεισοὺ ἐγέννησεν τὸν Βωέ, καὶ Βωὲ ἐγέννησεν τὸν Ὀζεί,
1Ch 6:6	Ὀζεὶ ἐγέννησε τὸν Ζαραιά, Ζαραιὰ ἐγέννησεν τὸν Μαρειήλ,
1Ch 6:7	καὶ Μαρειὴλ ἐγέννησεν τὸν Ἀμαρειά, καὶ Ἀμαρειὰ ἐγέννησεν τὸν Ἀχειτώβ,
1Ch 6:8	καὶ Ἀχειτὼβ ἐγέννησεν τὸν Σαδώκ, καὶ Σαδὼκ ἐγέννησεν τὸν Ἀχειμάας,
1Ch 6:9	καὶ Ἀχειμάας ἐγέννησεν τὸν Ἀζαριά, καὶ Ἀζαρίας ἐγέννησεν τὸν Ἰωανάς,
1Ch 6:10	καὶ Ἰωανὰς ἐγέννησεν τὸν Ἀζαρίαν· οὗτος ἱεράτευσεν ἐν τῷ οἴκῳ ᾧ ᾠκοδόμησεν Σαλωμὼν ἐν Ἰερουσαλήμ.
1Ch 6:11	καὶ ἐγέννησεν Ἀζαριὰ τὸν Ἀμαριά, καὶ Ἀμαριὰ ἐγέννησεν τὸν Ἀχειτώβ,
1Ch 6:12	καὶ Ἀχειτὼβ ἐγέννησεν τὸν Σαδώκ, καὶ Σαδὼκ ἐγέννησεν τὸν Σαλώμ,
1Ch 6:13	καὶ Σαλὼμ ἐγέννησεν τὸν Χελκείαν, καὶ Χελκείας ἐγέννησεν τὸν Ἀζαριά,
1Ch 6:14	καὶ Ἀζαρίας ἐγέννησεν τὸν Σαραιά, καὶ Σαραίας ἐγέννησεν τὸν Ἰωσαδάκ.
1Ch 6:15	καὶ Ἰωσαδὰκ ἐπορεύθη ἐν τῇ μετοικίᾳ μετὰ Ἰούδα καὶ Ἰερουσαλὴμ ἐν χειρὶ Ναβουχοδονοσόρ.
1Ch 6:16	Υἱοὶ Λευεί· Γεδσών, Καὰθ καὶ Μαραρεί.
1Ch 6:17	καὶ ταῦτα τὰ ὀνόματα τῶν υἱῶν Γεδσών· Λοβενεὶ καὶ Σεμεεί.
1Ch 6:18	υἱοὶ Καάθ· Ἀμβρὰμ καὶ Ἰσσαάρ, Χεβρὼν καὶ Ὀζειήλ.
1Ch 6:19	υἱοὶ Μαραρεί· Μοολεὶ καὶ Ὀμουσεί. καὶ αὗται αἱ πατριαὶ τοῦ Λευεὶ κατὰ πατριὰς αὐτῶν.
1Ch 6:20	τῷ Γεδσών, τῷ Λοβενεὶ υἱῷ αὐτοῦ, Ἰέεθ υἱὸς αὐτοῦ, Ζεμμὰ υἱὸς αὐτοῦ,
1Ch 6:21	Ἰωὰβ υἱὸς αὐτοῦ, Ἀδεὶ υἱὸς αὐτοῦ, Ἰαάρα υἱὸς αὐτοῦ, Ἰεθρεὶ υἱὸς αὐτοῦ.
1Ch 6:22	υἱοὶ Καάθ· Ἀμειναδὰβ υἱὸς αὐτοῦ, Κόρε υἱὸς αὐτοῦ, Ἁρεσεὶ υἱὸς αὐτοῦ,
1Ch 6:23	Ἐλκανὰ καὶ Ἀβιαθὰρ υἱὸς αὐτοῦ, Ἀσερεὶ υἱὸς αὐτοῦ,
1Ch 6:24	Κάαθ υἱὸς αὐτοῦ, Ὀριὴλ υἱὸς αὐτοῦ, Ὀζειὰ υἱὸς αὐτοῦ, Σαοὺλ υἱὸς αὐτοῦ.
1Ch 6:25	καὶ υἱοὶ Ἐλκανά· Ἀμεσσεὶ καὶ Ἀλειμώθ,
1Ch 6:26	Ἐλκανὰ υἱὸς αὐτοῦ, Σουφεὶ υἱὸς αὐτοῦ, Καῖναθ υἱὸς αὐτοῦ,
1Ch 6:27	Ἐλιὰβ υἱὸς αὐτοῦ, Ἰδαὲρ υἱὸς αὐτοῦ, Ἐλκανὰ υἱὸς αὐτοῦ.
1Ch 6:28	υἱοὶ Σαμουήλ· ὁ πρωτότοκος Σανεὶ καὶ Ἀβιά.
1Ch 6:29	υἱοὶ Λοβενεὶ υἱὸς αὐτοῦ, Σομεεὶ υἱὸς αὐτοῦ, Ὀζὰ υἱὸς αὐτοῦ,
1Ch 6:30	Σομεὰ υἱὸς αὐτοῦ, Ἁμὰ υἱὸς αὐτοῦ, Ἀσαβὰ υἱὸς αὐτοῦ.
1Ch 6:31	Καὶ οὗτοι οὓς κατέστησεν Δαυεὶδ ἐπὶ χεῖρας ᾀδόντων ἐν οἴκῳ Κυρίου ἐν τῇ καταπαύσει τῆς κιβωτοῦ.
1Ch 6:32	καὶ ἦσαν λειτουργοῦντες ἐναντίον τῆς σκηνῆς οἴκου μαρτυρίου ἐν ὀργάνοις ἕως οὗ ᾠκοδόμησεν Σαλωμὼν τὸν οἶκον ἐν Ἰερουσαλήμ· καὶ ἔστησαν κατὰ τὴν κρίσιν αὐτῶν ἐπὶ τὰς λειτουργίας αὐτῶν.
1Ch 6:33	καὶ οὗτοι οἱ ἑστηκότες καὶ οἱ υἱοὶ αὐτῶν ἐκ τῶν υἱῶν τοῦ Καάθ· Αἱμὰν ὁ ψαλτῳδὸς υἱὸς Ἰωὴλ υἱοῦ Σαμουὴλ
1Ch 6:34	υἱοῦ Ἐλκανὰ υἱοῦ Ἠαὰλ υἱοῦ Ἐλειὴλ υἱοῦ Θεῖε
1Ch 6:35	υἱοῦ Σοὺφ υἱοῦ Ἐλκανὰ υἱοῦ Μὲθ υἱοῦ Ἀμαθειοὺ
1Ch 6:36	υἱοῦ Ἐλκανὰ υἱοῦ Ἰωὴλ υἱοῦ Ἀζαριὰ υἱοῦ Σαφανιὰ
1Ch 6:37	υἱοῦ Θάαθ υἱοῦ Ἀσεὶρ υἱοῦ Ἀβιασὰρ υἱοῦ Κόρε
1Ch 6:38	υἱοῦ Ἰσσαὰρ υἱοῦ Καὰθ υἱοῦ Λευεὶ υἱοῦ Ἰσραήλ.
1Ch 6:39	καὶ ἀδελφὸς αὐτοῦ Ἀσὰφ ὁ ἑστηκὼς ἐν δεξιᾷ αὐτοῦ· Ἀσὰφ υἱὸς Βαραχιὰ υἱοῦ Σαμαὰ
1Ch 6:40	υἱοῦ Μειχαὴλ υἱοῦ Μαασαὶ υἱοῦ Μελχειὰ
1Ch 6:41	υἱοῦ Ἀθανεὶ υἱοῦ Ζααραὶ υἱοῦ Ἀζειὰ
1Ch 6:42	υἱοῦ Αἰθὰν υἱοῦ Ζαμμὰμ υἱοῦ Σεμεεὶ
1Ch 6:43	υἱοῦ Ἦχα υἱοῦ Γεεδσὼν υἱοῦ Λευεί.
1Ch 6:44	καὶ υἱοὶ Μεραρεὶ ἀδελφοῦ αὐτῶν ἐξ ἀριστερῶν· Αἰθὰμ υἱὸς Κεισαὶ υἱοῦ Ἀβδεὶ υἱοῦ Μαλὼχ
1Ch 6:45	υἱοῦ Ἁσεβεὶ υἱοῦ Ἀμεσσειὰ
1Ch 6:46	υἱοῦ Βανεὶ υἱοῦ Σέμμηρ
1Ch 6:47	υἱοῦ Μοολεὶ Μοσεὶ υἱοῦ Μερραρεὶ υἱοῦ Λευεί.
1Ch 6:48	Καὶ ἀδελφοὶ αὐτῶν κατ᾽ οἴκους πατριῶν αὐτῶν οἱ Λευεῖται δεδομένοι εἰς πᾶσαν ἐργασίαν λειτουργίας σκηνῆς οἴκου τοῦ θεοῦ.
1Ch 6:49	καὶ Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ θυμιῶντες ἐπὶ τὸ θυσιαστήριον τῶν ὁλοκαυτωμάτων καὶ ἐπὶ τὸ θυσιαστήριον τῶν θυμιαμάτων εἰς πᾶσαν ἐργασίαν ἅγια τῶν ἁγίων καὶ ἐξιλάσκεσθαι περὶ Ἰσραὴλ κατὰ πάντα ὅσα ἐνετείλατο Μωυσῆς παῖς τοῦ θεοῦ.
1Ch 6:50	Καὶ οὗτοι υἱοὶ Ἀαρών· Ἐλεαζὰρ υἱὸς αὐτοῦ Φεινεὲς υἱὸς αὐτοῦ, Ἀβεισοὺ υἱὸς αὐτοῦ,
1Ch 6:51	Βωκαὶ υἱὸς αὐτοῦ, Ὀζεὶ υἱὸς αὐτοῦ, Ζαραιὰ υἱὸς αὐτοῦ,
1Ch 6:52	Μαρειὴλ υἱὸς αὐτοῦ, Ἀλιαρειὰ υἱὸς αὐτοῦ, Ἀχειτὼβ υἱὸς αὐτοῦ,
1Ch 6:53	Σαδὼκ υἱὸς αὐτοῦ, Ἀχεισάμα υἱὸς αὐτοῦ.
1Ch 6:54	Καὶ αὗται αἱ κατοικίαι αὐτῶν ἐν ταῖς κώμαις αὐτῶν ἐν τοῖς ὁρίοις αὐτῶν τοῖς υἱοῖς Ἀαρὼν τῇ πατριᾷ αὐτῶν τοῦ Κααθεί, ὅτι αὐτοῖς ἐγένετο ὁ κλῆρος.
1Ch 6:55	καὶ ἔδωκαν αὐτοῖς τὴν Χεβρὼν ἐν τῇ Ἰουδαίᾳ καὶ τὰ περισπόρια αὐτῆς κύκλῳ αὐτῆς.
1Ch 6:56	καὶ τὰ πεδία τῆς πόλεως καὶ τὰς κώμας αὐτῆς ἔδωκαν τῷ Χαλὲβ υἱῷ Ἰεφοννή.
1Ch 6:57	καὶ τοῖς υἱοῖς Ἀαρὼν ἔδωκαν τὰς πόλεις τῶν φυγαδευτηρίων, τὴν Χεβρών, καὶ τὴν Λοβνὰ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Σελνὰ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἐσθαμὼ καὶ τὰ περισπόρια αὐτῆς,
1Ch 6:58	καὶ τὰ Ἱεθθὰρ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Δαβεὶρ καὶ τὰ περισπόρια αὐτῆς,
1Ch 6:59	καὶ τὴν Ἀσὰν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἀττὰν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Βασάμυς·
1Ch 6:60	καὶ ἐκ φυλῆς Βενιαμεὶν καὶ τὴν Γάβαι καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Γαλέμεθ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἀγχὼχ καὶ τὰ περισπόρια αὐτῆς· πᾶσαι αἱ πόλεις αὐτῶν τρισκαίδεκα πόλεις κατὰ πατριὰς αὐτῶν.
1Ch 6:61	καὶ τοῖς υἱοῖς Καὰθ τοῖς καταλοίποις ἐκ τῶν πατριῶν ἐκ τῆς φυλῆς ἐκ τοῦ ἡμίσους φυλῆς Μανασσὴ κλήρῳ πόλεις δέκα.
1Ch 6:62	καὶ τοῖς υἱοῖς Γεδσὼν κατὰ πατριὰς αὐτῶν ἐκ φυλῆς Ἰσσαχάρ, ἐκ φυλῆς Ἀσήρ, ἐκ φυλῆς Νεφθαλεί, ἐκ φυλῆς Μανασσὴ ἐν τῇ Βασὰν πόλεις τρισκαίδεκα.
1Ch 6:63	καὶ τοῖς υἱοῖς Μεραρεὶ κατὰ πατριὰς αὐτῶν ἐκ φυλῆς Ῥουβήν, ἐκ φυλῆς Δάν, ἐκ φυλῆς Ζαβουλὼν κλήρῳ πόλεις δέκα δύο.
1Ch 6:64	καὶ ἔδωκαν οἱ υἱοὶ Ἰσραὴλ τοῖς Λευείταις τὰς πόλεις καὶ τὰ περισπόρια αὐτῶν·
1Ch 6:65	καὶ ἔδωκαν ἐν κλήρῳ ἐκ φυλῆς υἱῶν Ἰούδα καὶ ἐκ φυλῆς υἱῶν Συμεὼν τὰς πόλεις ταύτας ἃ ἐκάλεσεν αὐτάς.
1Ch 6:66	καὶ ἀπὸ τῶν πατριῶν υἱῶν Καάθ, καὶ ἐγένοντο πόλεις τῶν ὁρίων αὐτῶν ἐκ φυλῆς Ἐφράιμ.
1Ch 6:67	καὶ ἔδωκαν αὐτῷ τὰς πόλεις τῶν φυγαδευτρηίων, τὴν Συχὲμ καὶ τὰ περισπόρια αὐτῆς ἐν ὄρει Ἐφράιμ, καὶ τὴν Γάζερ καὶ τὰ περισπόρια αὐτῆς,
