Lev 1:1	ΚΑΙ ἀνεκάλεσεν Μωυσῆν καὶ ἐλάλησεν Κύριος αὐτῷ ἐκ τῆς σκηνῆς τοῦ μαρτυρίου λέγων
Lev 5:6	καὶ οἴσει περὶ ὧν ἐπλημμέλησεν Κυρίῳ, περὶ τῆς ἁμαρτίας ἧς ἥμαρτεν, θῆλυ ἀπὸ τῶν προβάτων, ἀμνάδα ἢ χίμαιραν ἐξ αἰγῶν περὶ ἁμαρτίας· καὶ ἐξιλάσεται περὶ αὐτοῦ ὁ ἱερεὺς περὶ τῆς ἁμαρτίας αὐτοῦ ἧς ἥμαρτεν, καὶ ἀφεθήσεται αὐτῷ ἡ ἁμαρτία.
Lev 5:7	ἐὰν δὲ μὴ ἰσχύσῃ ἡ χεὶρ αὐτοῦ τὸ ἱκανὸν εἰς τὸ πρόβατον, οἴσει περὶ τῆς ἁμαρτίας αὐτοῦ ἧς ἥμαρτεν, δύο τρυγόνας ἢ δύο νοσσοὺς περιστερῶν Κυρίῳ, ἕνα περὶ ἁμαρτίας καὶ ἕνα εἰς ὁλοκαύτωμα.
Lev 5:8	καὶ οἴσει αὐτὰ πρὸς τὸν ἱερέα, καὶ προσάξει ὁ ἱερεὺς τὸ περὶ τῆς ἁμαρτίας πρότερον· καὶ ἀποκνίσει ὁ ἱερεὺς τὴν κεφαλὴν αὐτοῦ ἀπὸ τοῦ σφονδύλου καὶ οὐ διελεῖ,
Lev 5:9	καὶ ῥανεῖ ἀπὸ τοῦ αἵματος τοῦ περὶ τῆς ἁμαρτίας ἐπὶ τὸν τοῖχον τοῦ θυσιαστηρίου, τὸ δὲ κατάλοιπον τοῦ αἵματος καταστραγγιεῖ ἐπὶ τὴν βάσιν τοῦ θυσιαστηρίου· ἁμαρτίας γάρ ἐστιν·
Lev 5:10	καὶ τὸ δεύτερον ποιήσει ὁλοκαύτωμα ὡς καθήκει· καὶ ἐξιλάσεται ὁ ἱερεὺς περὶ τῆς ἁμαρτίας αὐτοῦ ἧς ἥμαρτεν, καὶ ἀφεθήσεται αὐτῷ.
Lev 5:11	Ἐὰν δὲ μὴ εὑρίσκῃ αὐτοῦ ἡ χεὶρ ζεῦγος τρυγόνων ἢ δύο νοσσοὺς περιστερῶν, καὶ οἴσει τὸ δῶρον αὐτοῦ περὶ οὗ ἥμαρτεν τὸ δέκατον τοῦ οἰφὶ σεμιδάλεως περὶ ἁμαρτίας· οὐκ ἐπιχεεῖ ἐπ᾽ αὐτὸ ἔλαιον οὐδὲ ἐπιθήσει ἐπ᾽ αὐτὸ λίβανον, ὅτι περὶ ἁμαρτίας ἐστίν.
Lev 5:12	καὶ οἴσει αὐτὸ πρὸς τὸν ἱερέα. καὶ δραξάμενος ὁ ἱερεὺς ἀπ᾽ αὐτῆς πλήρη τὴν δράκα, τὸ μνημόσυνον αὐτῆς ἐπιθήσει ἐπὶ τὸ θυσιαστήριον τῶν ὁλοκαυτωμάτων Κυρίῳ· ἁμαρτία ἐστίν.
Lev 5:13	καὶ ἐξιλάσεται περὶ αὐτοῦ ὁ ἱερεὺς περὶ τῆς ἁμαρτίας αὐτοῦ ἧς ἥμαρτεν ἐφ᾽ ἑνὸς τούτων, καὶ ἀφεθήσεται αὐτῷ. τὸ δὲ καταλειφθὲν ἔσται τῷ ἱερεῖ, ὡς ἡ θυσία τῆς σεμιδάλεως.
Lev 5:14	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 5:15	ψυχὴ ἐὰν λάθῃ αὐτὸν λήθῃ καὶ ἁμάρτῃ ἀκουσίως ἀπὸ τῶν ἁγίων Κυρίου, καὶ οἴσει τῆς πλημμελίας αὐτοῦ τῷ κυρίῳ κριὸν ἄμωμον ἐκ τῶν προβάτων τιμῆς ἀργυρίου σίκλων, τῷ σίκλῳ τῶν ἁγίων, περὶ οὗ ἐπλημμέλησεν.
Lev 5:16	καὶ ὃ ἥμαρτεν ἀπὸ τῶν ἁγίων ἀποτίσαι αὐτό, καὶ τὸ ἐπίπεμπτον προσθήσει ἐπ᾽ αὐτό, καὶ δώσει αὐτὸ τῷ ἱερεῖ· καὶ ὁ ἱερεὺς ἐξιλάσεται περὶ αὐτοῦ ἐν τῷ κριῷ τῆς πλημμελίας, καὶ ἀφεθήσεται αὐτῷ.
Lev 5:17	Καὶ ἡ ψυχὴ ἣ ἂν ἁμάρτῃ καὶ ποιήσῃ μίαν ἀπὸ πασῶν τῶν ἐντολῶν Κυρίου ὧν οὐ δεῖ ποιεῖν, καὶ οὐκ ἔγνω, καὶ πλημμελήσῃ καὶ λάβῃ τὴν ἁμαρτίαν,
Lev 5:18	καὶ οἴσει κριὸν ἄμωμον ἐκ τῶν προβάτων τιμῆς ἀργυρίου εἰς πλημμελίαν πρὸς τὸν ἱερέα· καὶ ἐξιλάσεται περὶ αὐτοῦ ὁ ἱερεὺς περὶ τῆς ἀγνοίας αὐτοῦ ἧς ἠγνόησεν καὶ αὐτὸς οὐκ ᾔδει, καὶ ἀφεθήσεται αὐτῷ·
Lev 5:19	ἐπλημμέλησεν γὰρ πλημμέλησιν ἔναντι Κυρίου.
Lev 6:1	Καὶ ἐλάλησεν κύριος πρὸς Μωυσῆν λέγων
Lev 6:2	Ψυχὴ ἐὰν ἁμάρτῃ καὶ παριδὼν παρίδῃ τὰς ἐντολὰς Κυρίου, καὶ ψεύσηται τὰ πρὸς τὸν πλησίον ἐν παραθήκῃ ἢ περὶ κοινωνίας ἢ περὶ ἁρπαγῆς, ἢ ἠδίκησέν τι τὸν πλησίον,
Lev 6:3	ἢ εὗρεν ἀπωλίαν καὶ ψεύσηται περὶ αὐτῆς, καὶ ὀμόσῃ ἀδίκως περὶ ἑνὸς ἀπὸ πάντων ὧν ἐὰν ποιήσῃ ὁ ἄνθρωπος ὥστε ἁμαρτεῖν ἐν τούτοις·
Lev 6:4	καὶ ἔσται ἡνίκα ἐὰν ἁμάρτῃ καὶ πλημμελήσῃ, καὶ ἀποδῷ τὸ ἅρπαγμα ὃ ἥρπασεν, ἢ τὸ ἀδίκημα ὃ ἠδίκησεν, ἢ τὴν παραθήκην ἥτις παρετέθη αὐτῷ, ἢ τὴν ἀπωλίαν ἣν εὗρεν,
Lev 6:5	ἀπὸ παντὸς πράγματος οὗ ὤμοσεν περὶ αὐτοῦ ἀδίκως, καὶ ἀποτίσει αὐτὸ τὸ κεφάλαιον, καὶ τὸ πέμπτον προσθήσει ἐπ᾽ αὐτό· τίνος ἐστίν, αὐτῷ ἀποδώσει ᾗ ἡμέρᾳ ἐλεγχθῇ.
Lev 6:6	καὶ τῆς πλημμελίας αὐτοῦ οἴσει τῷ κυρίῳ κριὸν ἀπὸ τῶν προβάτων ἄμωμον τιμῆς εἰς ὃ ἐπλημμέλησεν αὐτῷ.
Lev 6:7	καὶ ἐξιλάσεται περὶ αὐτοῦ ὁ ἱερεὺς ἔναντι Κυρίου, καὶ ἀφεθήσεται αὐτῷ περὶ ἑνὸς ἀπὸ πάντων ὧν ἐποίησεν καὶ ἐπλημμέλησεν αὐτῷ.
Lev 6:8	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 6:9	Ἔντειλαι Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ λέγων Οὗτος ὁ νόμος τῆς ὁλοκαυτώσεως· αὐτὴ ἡ ὁλοκαύτωσις ἐπὶ τῆς καύσεως αὐτῆς ἐπὶ τοῦ θυσιαστηρίου ὅλην τὴν νύκτα ἕως τὸ πρωί, καὶ τὸ πῦρ τοῦ θυσιαστηρίου καυθήσεται ἐπ᾽ αὐτοῦ, οὐ σβεσθήσεται.
Lev 6:10	καὶ ἐνδύσεται ὁ ἱερεὺς χιτῶνα λινοῦν, καὶ περισκελὲς λινοῦν ἐνδύσεται περὶ τὸ σῶμα αὐτοῦ, καὶ ἀφελεῖ τὴν κατακάρπωσιν ἣν ἂν καταναλώσῃ τὸ πῦρ, τὴν ὁλοκαύτωσιν ἀπὸ τοῦ θυσιαστηρίου, καὶ παραθήσει αὐτὸ ἐχόμενον τοῦ θυσιαστηρίου.
Lev 6:11	καὶ ἐκδύσεται τὴν στολὴν αὐτοὺ καὶ ἐνδύσεται στολὴν ἄλλην, καὶ ἐξοίσει τὴν κατακάρπωσιν ἔξω τῆς παρεμβολῆς εἰς τόπον καθαρόν.
Lev 6:12	καὶ πῦρ ἐπὶ τὸ θυσιαστήριον καυθήσεται ἀπ᾽ αὐτοῦ, καὶ οὐ σβεσθήσεται· καὶ καύσει ὁ ἱερεὺς ἐπ᾽ αὐτὸ ξύλα τὸ πρωί, καὶ στοιβάσει ἐπ᾽ αὐτοῦ τὴν ὁλοκαύτωσιν, καὶ ἐπιθήσει ἐπ᾽ αὐτὸ τὸ στέαρ τοῦ σωτηρίου.
Lev 6:13	καὶ πῦρ διὰ παντὸς καυθήσεται ἐπὶ τὸ θυσιαστήριον, οὐ σβεσθήσεται.
Lev 6:14	Οὗτος ὁ νόμος τῆς θυσίας ἣν προσάξουσιν αὐτὴν οἱ υἱοὶ Ἀαρὼν ἔναντι Κυρίου ἀπέναντι τοῦ θυσιαστηρίου·
Lev 6:15	καὶ ἀφελεῖ ἀπ᾽ αὐτοῦ τῇ δρακὶ ἀπὸ τῆς σεμιδάλεως τῆς θυσίας σὺν τῷ ἐλαίῳ αὐτῆς καὶ σὺν τῷ λιβάνῳ αὐτῆς, τὰ ὄντα ἐπὶ τῆς θυσίας, καὶ ἀνοίσει ἐπὶ τὸ θυσιαστήριον κάρπωμα· ὀσμὴ εὐωδίας, τὸ μνημόσυνον αὐτῆς τῷ κυρίῳ.
Lev 6:16	τὸ δὲ καταλειφθὲν ἀπ᾽ αὐτῆς ἔδεται Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ· ἄζυμα βρωθήσεται ἐν τόπῳ ἁγίῳ, ἐν αὐλῇ τῆς σκηνῆς τοῦ μαρτυρίου ἔδονται αὐτήν.
Lev 6:17	οὐ πεφθήσεται ἐζυμωμένη· μερίδα αὐτὴν ἔδωκα αὐτοῖς ἀπὸ τῶν καρπωμάτων Κυρίου· ἅγια ἁγίων, ὥσπερ τὸ τῆς ἁμαρτίας καὶ ὥσπερ τὸ τῆς πλημμελίας.
Lev 6:18	πᾶν ἀρσενικὸν τῶν ἱερέων ἔδονται αὐτήν· νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν ἀπὸ τῶν καρπωμάτων Κυρίου· πᾶς ὃς ἐὰν ἅψηται αὐτῶν ἁγιασθήσεται.
Lev 6:19	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 6:20	Τοῦτο τὸ δῶρον Ἀαρὼν καὶ τῶν υἱῶν αὐτοῦ ὃ προσοίσουσιν Κυρίῳ ἐν τῇ ἡμέρᾳ ᾗ ἂν χρίσῃς αὐτόν, τὸ δέκατον τοῦ οἰφὶ σεμιδάλεως εἰς θυσίαν διὰ παντός, τὸ ἥμισυ αὐτῆς τὸ πρωὶ καὶ τὸ ἥμισυ αὐτῆς τὸ δειλινόν.
Lev 6:21	ἐπὶ τηγάνου ἐν ἐλαίῳ ποιηθήσεται, πεφυραμένην οἴσει αὐτήν, ἑλικτά, θυσίαν ἐκ κλασμάτων, θυσίαν ὀσμὴν εὐωδίας Κυρίῳ.
Lev 6:22	ὁ ἱερεὺς ὁ χριστὸς ἀντ᾽ αὐτοῦ ἐκ τῶν υἱῶν αὐτοῦ ποιήσει αὐτήν· νόμος αἰώνιος, ἅπαν ἐπιτελεσθήσεται.
Lev 6:23	καὶ πᾶσα θυσία ἱερέως ὁλόκαυτος ἔσται, καὶ οὐ βρωθήσεται.
Lev 6:24	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 6:25	Λάλησον Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ λέγων Οὗτος ὁ νόμος τῆς ἁμαρτίας· ἐν τόπῳ οὗ σφάζουσιν τὸ ὁλοκαύτωμα σφάξουσιν τὰ περὶ τῆς ἁμαρτίας ἔναντι Κυρίου· ἅγια ἁγίων ἐστίν.
Lev 6:26	ὁ ἱερεὺς ὁ ἀναφέρων αὐτὴν ἔδεται αὐτήν· ἐν τόπῳ ἁγίῳ βρωθήσεται, ἐν αὐλῇ τῆς σκηνῆς τοῦ μαρτυρίου.
Lev 6:27	πᾶς ὁ ἁπτόμενος τῶν κρεῶν αὐτῆς ἁγιασθήσεται· καὶ ᾧ ἐὰν ἐπιραντισθῇ ἀπὸ τοῦ αἵματος αὐτῆς ἐπὶ τὸ ἱμάτιον, ὃς ἐὰν ῥαντισθῇ ἐπ᾽ αὐτό, πλυθήσεται ἐν τόπῳ ἁγίῳ.
Lev 6:28	καὶ σκεῦος ὀστράκινον οὗ ἐὰν ἑψεθῇ ἐν αὐτῷ συντριβήσεται· ἐὰν δὲ ἐν σκεύει χαλκῷ ἑψεθῇ, ἐκτρίψει αὐτὸ καὶ ἐκκλύσει ὕδατι.
Lev 6:29	πᾶς ἄρσην ἐν τοῖς ἱερεῦσιν φάγεται αὐτά· ἅγια ἁγίων ἐστὶν Κυρίου.
Lev 6:30	καὶ πάντα τὰ περὶ τῆς ἁμαρτίας ὧν ἐὰν εἰσενεχθῇ ἀπὸ τοῦ αἵματος αὐτῶν εἰς τὴν σκηνὴν τοῦ μαρτυρίου ἐξιλάσασθαι ἐν τῷ ἁγίῳ, οὐ βρωθήσεται, ἐν πυρὶ κατακαυθήσεται.
Lev 6:31	Καὶ οὗτος ὁ νόμος τοῦ κριοῦ τοῦ περὶ τῆς πλημμελίας· ἅγια ἁγίων ἐστίν.
Lev 6:32	ἐν τόπῳ οὗ σφάζουσιν τὸ ὁλοκαύτωμα σφάξουσιν τὸν κριὸν τῆς πλημμελίας ἔναντι Κυρίου, καὶ τὸ αἷμα προσχεεῖ ἐπὶ τὴν βάσιν τοῦ θυσιαστηρίου κύκλῳ·
Lev 6:33	καὶ πᾶν τὸ στὲαρ αὐτοῦ προσοίσει ἀπ᾽ αὐτοῦ, καὶ τὴν ὀσφὺν καὶ πᾶν τὸ στέαρ τὸ κατακαλὺπτον τὰ ἐνδόσθια καὶ πᾶν τὸ στέαρ τὸ ἐπὶ τῶν ἐνδοσθίων,
Lev 6:34	καὶ τοὺς δύο νεφροὺς καὶ τὸ στέαρ τὸ ἐπ᾽ αὐτῶν, τὸ ἐπὶ τῶν μηρίων, καὶ τὸν λοβὸν τὸν ἐπὶ τοῦ ἥπατος, σὺν τοῖς νεφροῖς περιελεῖ αὐτά·
Lev 6:35	καὶ ἀνοίσει αὐτὰ ὁ ἱερεὺς ἐπὶ τὸ θυσιαστήριον κάρπωμα τῷ κυρίῳ· περὶ πλημμελίας ἐστίν.
Lev 6:36	πᾶς ἄρσην ἐκ τῶν ἱερέων ἔδεται αὐτά, ἐν τόπῳ ἁγίῳ ἔδονται αὐτά· ἅγια ἁγίων ἐστίν.
Lev 6:37	ὥσπερ τὸ περὶ τῆς ἁμαρτίας, οὕτω καὶ τὸ τῆς πλημμελίας, νόμος εἷς αὐτῶν· ὁ ἱερεὺς ὅστις ἐξιλάσεται, ἐν αὐτῷ ἔσται.
Lev 6:38	καὶ ὁ ἱερεὺς ὁ προσάγων ὁλοκαύτωμα ἀνθρώπου, τὸ δέρμα τῆς ὁλοκαυτώσεως ἧς αὐτὸς προσφέρει αὐτῷ ἔσται.
Lev 6:39	καὶ πᾶσα θυσία ἥτις ποιηθήσεται ἐν τῷ κλιβάνῳ, καὶ πᾶσα ἥτις ποιηθήσεται ἐπ᾽ ἐσχάρας ἢ ἐπὶ τηγάνου, τοῦ ἱερέως τοῦ προσφέροντος αὐτήν, αὐτῷ ἔσται.
Lev 6:40	καὶ πᾶσα θυσία ἀναπεποιημένη ἐν ἐλαίῳ καὶ μὴ ἀναπεποιημένη πᾶσι τοῖς υἱοῖς Ἀαρὼν ἔσται, ἑκάστῳ τὸ ἴσον.
Lev 7:1	Οὗτος ὁ νόμος θυσίας σωτηρίου ἣν προσοίσουσιν Κυρίῳ.
Lev 7:2	ἐὰν μὲν περὶ αἰνέσεως προσφέρῃ αὐτήν, καὶ προσοίσει ἐπὶ τῆς θυσίας τῆς αἰνέσεως ἄρτους ἐκ σεμιδάλεως ἀναπεποιημένους ἐν ἐλαίῳ, λάγανα ἄζυμα διακεχρισμένα ἐν ἐλαίῳ, καὶ σεμίδαλιν πεφυραμένην ἐν ἐλαίῳ·
Lev 7:3	ἐπ᾽ ἄρτοις ζυμίταις προσοίσει τὰ δῶρα αὐτοῦ ἐπὶ θυσίᾳ αἰνέσεως σωτηρίου.
Lev 7:4	καὶ προσάξει ἓν ἀπὸ πάντων τῶν δώρων αὐτοῦ ἀφαίρεμα Κυρίῳ· τῷ ἱερεῖ τῷ προσχέοντι τὸ αἷμα τοῦ σωτηρίου, αὐτῷ ἔσται·
Lev 7:5	καὶ τὰ κρέα θυσίας αἰνέσεως σωτηρίου, αὐτῷ ἔσται· καὶ ἐν ᾗ ἡμέρᾳ δωρεῖται, βρωθήσεται, οὐ καταλείψουσιν ἀπ᾽ αὐτοῦ εἰς τὸ πρωί.
Lev 7:6	κἂν εὐχὴν ἢ ἑκούσιον θυσιάζῃ τὸ δῶρον αὐτοῦ, ᾗ ἂν ἡμέρᾳ προσαγάγῃ τὴν θυσίαν αὐτοῦ, βρωθήσεται, καὶ τῇ αὔριον·
Lev 7:7	καὶ τὸ καταλειφθὲν ἀπὸ τῶν κρεῶν τῆς θυσίας ἕως ἡμέρας τρίτης ἐν πυρὶ κατακαυθήσεται.
Lev 7:8	ἐὰν δὲ φαγὼν φάγῃ ἀπὸ τῶν κρεῶν τῇ ἡμέρᾳ τῇ τρίτῃ, οὐ δεχθήσεται αὐτῷ τῷ προσφέροντι αὐτό, οὐ λογισθήσεται αὐτῷ, μίασμά ἐστιν· ἡ δὲ ψυχὴ ἥτις ἐὰν φάγῃ ἀπ᾽ αὐτοῦ τὴν ἁμαρτίαν λήμψεται.
Lev 7:9	καὶ κρέα ὅσα ἐὰν ἅψηται παντὸς ἀκαθάρτου, οὐ βρωθήσεται, ἐν πυρὶ κατακαυθήσεται· πᾶς καθαρὸς φάγεται κρέα.
Lev 7:10	ἡ δὲ ψυχὴ ἥτις ἐὰν φάγῃ ἀπὸ τῶν κρεῶν τῆς θυσίας τοῦ σωτηρίου ὅ ἐστιν Κυρίου, καὶ ἡ ἀκαθαρσία αὐτοῦ ἐπ᾽ αὐτοῦ· ἀπολεῖται ἡ ψυχὴ ἐκείνη ἐκ τοῦ λαοῦ αὐτῆς.
Lev 7:11	καὶ ψυχὴ ἣ ἂν ἅψηται παντὸς πράγματος ἀκαθάρτου, ἢ ἀπὸ ἀκαθαρσίας ἀνθρώπου ἢ τῶν τετραπόδων τῶν ἀκαθάρτων ἢ παντὸς βδελύγματος ἀκαθάρτου, καὶ φάγῃ ἀπὸ τῶν κρεῶν τῆς θυσίας τοῦ σωτηρίου ὅ ἐστιν Κυρίου, ἀπολεῖται ἡ ψυχὴ ἐκείνη ἐκ τοῦ λαοῦ αὐτῆς.
Lev 7:12	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 7:13	Λάλησον τοῖς υἱοῖς Ἰσραήλ Πᾶν στέαρ βοῶν καὶ προβάτων καὶ αἰγῶν οὐκ ἔδεσθε.
Lev 7:14	καὶ στέαρ θνησιμαίων καὶ θηριάλωτον ποιηθήσεται εἰς πᾶν ἔργον, καὶ εἰς βρῶσιν οὐ βρωθήσεται·
Lev 7:15	πᾶς ὁ ἔσθων στέαρ ἀπὸ τῶν κτηνῶν ὧν προσάξει αὐτῶν κάρπωμα Κυρίου, ἀπολεῖται ἡ ψυχὴ ἐκείνη ἀπὸ τοῦ λαοῦ αὐτῆς.
