# NIV84 1 Chronicles — converted from PDF (AGES Digital Library transcription of the New International Version, 1984 edition); source PDF pages 926-1002
1:1	Adam, Seth, Enosh,
7:7	The sons of Bela: Ezbon, Uzzi, Uzziel, Jerimoth and Iri, heads of families — five in all. Their genealogical record listed 22,034 fighting men.
7:8	The sons of Beker: Zemirah, Joash, Eliezer, Elioenai, Omri, Jeremoth, Abijah, Anathoth and Alemeth. All these were the sons of Beker.
7:9	Their genealogical record listed the heads of families and 20,200 fighting men.
7:10	The son of Jediael: Bilhan. The sons of Bilhan: Jeush, Benjamin, Ehud, Kenaanah, Zethan, Tarshish and Ahishahar.
7:11	All these sons of Jediael were heads of families. There were 17,200 fighting men ready to go out to war.
7:12	The Shuppites and Huppites were the descendants of Ir, and the Hushites the descendants of Aher.
7:13	The sons of Naphtali: Jahziel, Guni, Jezer and Shillem — [Some Hebrew and Septuagint manuscripts (see also Gen. 46:24 and Num. 26:49); most Hebrew manuscripts Shallum] the descendants of Bilhah.
7:14	The descendants of Manasseh: Asriel was his descendant through his Aramean concubine. She gave birth to Makir the father of Gilead.
7:15	Makir took a wife from among the Huppites and Shuppites. His sister’s name was Maacah. Another descendant was named Zelophehad, who had only daughters.
7:16	Makir’s wife Maacah gave birth to a son and named him Peresh. His brother was named Sheresh, and his sons were Ulam and Rakem.
7:17	The son of Ulam: Bedan. These were the sons of Gilead son of Makir, the son of Manasseh.
7:18	His sister Hammoleketh gave birth to Ishhod, Abiezer and Mahlah.
7:19	The sons of Shemida were: Ahian, Shechem, Likhi and Aniam.
7:20	The descendants of Ephraim: Shuthelah, Bered his son, Tahath his son, Eleadah his son, Tahath his son,
7:21	Zabad his son and Shuthelah his son. Ezer and Elead were killed by the native-born men of Gath, when they went down to seize their livestock.
7:22	Their father Ephraim mourned for them many days, and his relatives came to comfort him.
7:23	Then he lay with his wife again, and she became pregnant and gave birth to a son. He named him Beriah, [Beriah sounds like the Hebrew for misfortune.] because there had been misfortune in his family.
7:24	His daughter was Sheerah, who built Lower and Upper Beth Horon as well as Uzzen Sheerah.
7:25	Rephah was his son, Resheph his son, [Some Septuagint manuscripts; Hebrew does not have his son.] Telah his son, Tahan his son,
7:26	Ladan his son, Ammihud his son, Elishama his son,
7:27	Nun his son and Joshua his son.
7:28	Their lands and settlements included Bethel and its surrounding villages, Naaran to the east, Gezer and its villages to the west, and Shechem and its villages all the way to Ayyah and its villages.
7:29	Along the borders of Manasseh were Beth Shan, Taanach, Megiddo and Dor, together with their villages. The descendants of Joseph son of Israel lived in these towns.
7:30	The sons of Asher: Imnah, Ishvah, Ishvi and Beriah. Their sister was Serah.
7:31	The sons of Beriah: Heber and Malkiel, who was the father of Birzaith.
7:32	Heber was the father of Japhlet, Shomer and Hotham and of their sister Shua.
7:33	The sons of Japhlet: Pasach, Bimhal and Ashvath. These were Japhlet’s sons.
7:34	The sons of Shomer: Ahi, Rohgah, [Or of his brother Shomer: Rohgah] Hubbah and Aram.
7:35	The sons of his brother Helem: Zophah, Imna, Shelesh and Amal.
7:36	The sons of Zophah: Suah, Harnepher, Shual, Beri, Imrah,
7:37	Bezer, Hod, Shamma, Shilshah, Ithran [Possibly a variant of Jether] and Beera.
7:38	The sons of Jether: Jephunneh, Pispah and Ara.
7:39	The sons of Ulla: Arah, Hanniel and Rizia.
7:40	All these were descendants of Asher — heads of families, choice men, brave warriors and outstanding leaders. The number of men ready for battle, as listed in their genealogy, was 26,000.
8:1	Benjamin was the father of Bela his firstborn, Ashbel the second son, Aharah the third,
8:2	Nohah the fourth and Rapha the fifth.
8:3	The sons of Bela were: Addar, Gera, Abihud, [Or Gera the father of Ehud]
8:4	Abishua, Naaman, Ahoah,
8:5	Gera, Shephuphan and Huram.
8:6	These were the descendants of Ehud, who were heads of families of those living in Geba and were deported to Manahath:
8:7	Naaman, Ahijah and Gera, who deported them and who was the father of Uzza and Ahihud.
8:8	Sons were born to Shaharaim in Moab after he had divorced his wives Hushim and Baara.
8:9	By his wife Hodesh he had Jobab, Zibia, Mesha, Malcam,
8:10	Jeuz, Sakia and Mirmah. These were his sons, heads of families.
8:11	By Hushim he had Abitub and Elpaal.
8:12	The sons of Elpaal: Eber, Misham, Shemed (who built Ono and Lod with its surrounding villages),
8:13	and Beriah and Shema, who were heads of families of those living in Aijalon and who drove out the inhabitants of Gath.
8:14	Ahio, Shashak, Jeremoth,
8:15	Zebadiah, Arad, Eder,
8:16	Michael, Ishpah and Joha were the sons of Beriah.
8:17	Zebadiah, Meshullam, Hizki, Heber,
8:18	Ishmerai, Izliah and Jobab were the sons of Elpaal.
8:19	Jakim, Zicri, Zabdi,
8:20	Elienai, Zillethai, Eliel,
8:21	Adaiah, Beraiah and Shimrath were the sons of Shimei.
8:22	Ishpan, Eber, Eliel,
8:23	Abdon, Zicri, Hanan,
8:24	Hananiah, Elam, Anthothijah,
8:25	Iphdeiah and Penuel were the sons of Shashak.
8:26	Shamsherai, Shehariah, Athaliah,
8:27	Jaareshiah, Elijah and Zicri were the sons of Jeroham.
8:28	All these were heads of families, chiefs as listed in their genealogy, and they lived in Jerusalem.
8:29	Jeiel [Some Septuagint manuscripts (see also 1 Chron. 9:35); Hebrew does not have Jeiel.] the father [Father may mean civic leader or military leader.] of Gibeon lived in Gibeon. His wife’s name was Maacah,
8:30	and his firstborn son was Abdon, followed by Zur, Kish, Baal, Ner, [Some Septuagint manuscripts (see also 1 Chron. 9:36); Hebrew does not have Ner.] Nadab,
8:31	Gedor, Ahio, Zeker
8:32	and Mikloth, who was the father of Shimeah. They too lived near their relatives in Jerusalem.
8:33	Ner was the father of Kish, Kish the father of Saul, and Saul the father of Jonathan, Malki-Shua, Abinadab and Esh-Baal. [Also known as Ish-Bosheth]
8:34	The son of Jonathan: Merib-Baal, [Also known as Mephibosheth] who was the father of Micah.
8:35	The sons of Micah: Pithon, Melech, Tarea and Ahaz.
8:36	Ahaz was the father of Jehoaddah, Jehoaddah was the father of Alemeth, Azmaveth and Zimri, and Zimri was the father of Moza.
8:37	Moza was the father of Binea; Raphah was his son, Eleasah his son and Azel his son.
8:38	Azel had six sons, and these were their names: Azrikam, Bokeru, Ishmael, Sheariah, Obadiah and Hanan. All these were the sons of Azel.
8:39	The sons of his brother Eshek: Ulam his firstborn, Jeush the second son and Eliphelet the third.
8:40	The sons of Ulam were brave warriors who could handle the bow. They had many sons and grandsons — 150 in all. All these were the descendants of Benjamin.
9:1	All Israel was listed in the genealogies in the book of the kings of Israel. The people of Judah were taken captive to Babylon because of their unfaithfulness.
9:2	Now the first to resettle on their own property in their own towns were some Israelites, priests, Levites and temple servants.
9:3	Those from Judah, from Benjamin, and from Ephraim and Manasseh who lived in Jerusalem were:
9:4	Uthai son of Ammihud, the son of Omri, the son of Imri, the son of Bani, a descendant of Perez son of Judah.
9:5	Of the Shilonites: Asaiah the firstborn and his sons.
9:6	Of the Zerahites: Jeuel. The people from Judah numbered 690.
9:7	Of the Benjamites: Sallu son of Meshullam, the son of Hodaviah, the son of Hassenuah;
9:8	Ibneiah son of Jeroham; Elah son of Uzzi, the son of Micri; and Meshullam son of Shephatiah, the son of Reuel, the son of Ibnijah.
9:9	The people from Benjamin, as listed in their genealogy, numbered 956. All these men were heads of their families.
9:10	Of the priests: Jedaiah; Jehoiarib; Jakin;
9:11	Azariah son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the official in charge of the house of God;
9:12	Adaiah son of Jeroham, the son of Pashhur, the son of Malkijah; and Maasai son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer.
9:13	The priests, who were heads of families, numbered 1,760. They were able men, responsible for ministering in the house of God.
9:14	Of the Levites: Shemaiah son of Hasshub, the son of Azrikam, the son of Hashabiah, a Merarite;
9:15	Bakbakkar, Heresh, Galal and Mattaniah son of Mica, the son of Zicri, the son of Asaph;
9:16	Obadiah son of Shemaiah, the son of Galal, the son of Jeduthun; and Berekiah son of Asa, the son of Elkanah, who lived in the villages of the Netophathites.
9:17	The gatekeepers: Shallum, Akkub, Talmon, Ahiman and their brothers, Shallum their chief
9:18	being stationed at the King’s Gate on the east, up to the present time. These were the gatekeepers belonging to the camp of the Levites.
9:19	Shallum son of Kore, the son of Ebiasaph, the son of Korah, and his fellow gatekeepers from his family (the Korahites) were responsible for guarding the thresholds of the Tent [That is, the temple; also in verses 21 and 23] just as their fathers had been responsible for guarding the entrance to the dwelling of the LORD.
9:20	In earlier times Phinehas son of Eleazar was in charge of the gatekeepers, and the LORD was with him.
9:21	Zechariah son of Meshelemiah was the gatekeeper at the entrance to the Tent of Meeting.
9:22	Altogether, those chosen to be gatekeepers at the thresholds numbered 212. They were registered by genealogy in their villages. The gatekeepers had been assigned to their positions of trust by David and Samuel the seer.
9:23	They and their descendants were in charge of guarding the gates of the house of the LORD — the house called the Tent.
9:24	The gatekeepers were on the four sides: east, west, north and south.
9:25	Their brothers in their villages had to come from time to time and share their duties for seven-day periods.
9:26	But the four principal gatekeepers, who were Levites, were entrusted with the responsibility for the rooms and treasuries in the house of God.
9:27	They would spend the night stationed round the house of God, because they had to guard it; and they had charge of the key for opening it each morning.
9:28	Some of them were in charge of the articles used in the temple service; they counted them when they were brought in and when they were taken out.
9:29	Others were assigned to take care of the furnishings and all the other articles of the sanctuary, as well as the flour and wine, and the oil, incense and spices.
9:30	But some of the priests took care of mixing the spices.
9:31	A Levite named Mattithiah, the firstborn son of Shallum the Korahite, was entrusted with the responsibility for baking the offering bread.
9:32	Some of their Kohathite brothers were in charge of preparing for every Sabbath the bread set out on the table.
9:33	Those who were musicians, heads of Levite families, stayed in the rooms of the temple and were exempt from other duties because they were responsible for the work day and night.
9:34	All these were heads of Levite families, chiefs as listed in their genealogy, and they lived in Jerusalem.
9:35	Jeiel the father [Father may mean civic leader or military leader.] of Gibeon lived in Gibeon. His wife’s name was Maacah,
9:36	and his firstborn son was Abdon, followed by Zur, Kish, Baal, Ner, Nadab,
9:37	Gedor, Ahio, Zechariah and Mikloth.
9:38	Mikloth was the father of Shimeam. They too lived near their relatives in Jerusalem.
9:39	Ner was the father of Kish, Kish the father of Saul, and Saul the father of Jonathan, Malki-Shua, Abinadab and Esh-Baal. [Also known as Ish-Bosheth]
9:40	The son of Jonathan: Merib-Baal, [Also known as Mephibosheth] who was the father of Micah.
9:41	The sons of Micah: Pithon, Melech, Tahrea and Ahaz. [Vulgate and Syriac (see also Septuagint and 1 Chron. 8:35); Hebrew does not have and Ahaz.]
9:42	Ahaz was the father of Jadah, Jadah [Some Hebrew manuscripts and Septuagint (see also 1 Chron. 8:36); most Hebrew manuscripts Jarah, Jarah] was the father of Alemeth, Azmaveth and Zimri, and Zimri was the father of Moza.
9:43	Moza was the father of Binea; Rephaiah was his son, Eleasah his son and Azel his son.
9:44	Azel had six sons, and these were their names: Azrikam, Bokeru, Ishmael, Sheariah, Obadiah and Hanan. These were the sons of Azel.
10:1	Now the Philistines fought against Israel; the Israelites fled before them, and many fell slain on Mount Gilboa.
10:2	The Philistines pressed hard after Saul and his sons, and they killed his sons Jonathan, Abinadab and Malki-Shua.
10:3	The fighting grew fierce around Saul, and when the archers overtook him, they wounded him.
10:4	Saul said to his armour-bearer, “Draw your sword and run me through, or these uncircumcised fellows will come and abuse me.” But his armour-bearer was terrified and would not do it; so Saul took his own sword and fell on it.
10:5	When the armour-bearer saw that Saul was dead, he too fell on his sword and died.
10:6	So Saul and his three sons died, and all his house died together.
10:7	When all the Israelites in the valley saw that the army had fled and that Saul and his sons had died, they abandoned their towns and fled. And the Philistines came and occupied them.
10:8	The next day, when the Philistines came to strip the dead, they found Saul and his sons fallen on Mount Gilboa.
10:9	They stripped him and took his head and his armour, and sent messengers throughout the land of the Philistines to proclaim the news among their idols and their people.
10:10	They put his armour in the temple of their gods and hung up his head in the temple of Dagon.
10:11	When all the inhabitants of Jabesh Gilead heard of everything the Philistines had done to Saul,
10:12	all their valiant men went and took the bodies of Saul and his sons and brought them to Jabesh. Then they buried their bones under the great tree in Jabesh, and they fasted seven days.
10:13	Saul died because he was unfaithful to the LORD; he did not keep the word of the LORD, and even consulted a medium for guidance,
10:14	and did not enquire of the LORD. So the LORD put him to death and turned the kingdom over to David son of Jesse.
11:1	All Israel came together to David at Hebron and said, “We are your own flesh and blood.
11:2	In the past, even while Saul was king, you were the one who led Israel on their military campaigns. And the LORD your God said to you, `You will shepherd my people Israel, and you will become their ruler.’“
