verdict	doc	line	skeleton	ref	context
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1346	הושיע	Jer 42:11	The paired synonyms הֹושִׁיעַ/הַצִּיל ("save"/"deliver," 42:11)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1346	הציל	Jer 42:11	The paired synonyms הֹושִׁיעַ/הַצִּיל ("save"/"deliver," 42:11)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1396	נפשכ	Jer 21:9	The same phrase (נַפְשְׁךָ לְשָׁלָל, "your life as spoil/prize") that marks the bare minimum offered to besieged deserters (21:9
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1396	לשלל	Jer 21:9	The same phrase (נַפְשְׁךָ לְשָׁלָל, "your life as spoil/prize") that marks the bare minimum offered to besieged deserters (21:9
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1398	ברית	Jer 32:40	בְּרִית עוֹלָם ("everlasting covenant") is the identical phrase used at 32:40 (§9) for the covenant God will make that will "not turn away from doing good to them"
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1398	עולמ	Jer 32:40	בְּרִית עוֹלָם ("everlasting covenant") is the identical phrase used at 32:40 (§9) for the covenant God will make that will "not turn away from doing good to them"
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1415	ואתה	Jer 45:5	Linking Words.** 45:5's "וְאַתָּה תְּבַקֶּשׁ־לְךָ גְדֹלֹות" ("and do you seek great things for yourself?")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1415	תבקשלכ	Jer 45:5	Linking Words.** 45:5's "וְאַתָּה תְּבַקֶּשׁ־לְךָ גְדֹלֹות" ("and do you seek great things for yourself?")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1415	גדלות	Jer 45:5	Linking Words.** 45:5's "וְאַתָּה תְּבַקֶּשׁ־לְךָ גְדֹלֹות" ("and do you seek great things for yourself?")
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1415	הנה	Jer 48:12	46–51, "הִנֵּה יָמִים בָּאִים" ("behold, the days are coming") recurs as the standard formula introducing each nation's eventual restoration clause (48:12
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1415	ימימ	Jer 48:12	46–51, "הִנֵּה יָמִים בָּאִים" ("behold, the days are coming") recurs as the standard formula introducing each nation's eventual restoration clause (48:12
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1415	באימ	Jer 48:12	46–51, "הִנֵּה יָמִים בָּאִים" ("behold, the days are coming") recurs as the standard formula introducing each nation's eventual restoration clause (48:12
FAILED	Jeremiah/dig-deeper-jeremiah-sweep.md	1421	שארית	Jer 48:47	Moab's oracle uses שְׁאֵרִית ("remnant") of Moab's own future in the same term applied to Judah's surviving community elsewhere in the book (48:47's echo of the "remnant" vocabulary tracked in §12)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1584	הרע	Jer 31:28	all six converging, plus a seventh term (הרע, "harm"), at 31:28 (§8)
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1600	צמח	Jer 23:5-6	The Branch/David dual-track messianic language: two vocabularies converging on one hope.** The title track ("righteous Branch," צֶמַח, 23:5–6, §6) and the name track ("David their king," 30:9, §8) run in parallel before merging into a king-priest pairing at 33
CONFIRMED-SURFACE	Jeremiah/dig-deeper-jeremiah-sweep.md	1600	צמח	Jer 30:9	The Branch/David dual-track messianic language: two vocabularies converging on one hope.** The title track ("righteous Branch," צֶמַח, 23:5–6, §6) and the name track ("David their king," 30:9, §8) run in parallel before merging into a king-priest pairing at 33
CONFIRMED	Jeremiah/dig-deeper-jeremiah-sweep.md	1600	צמח	Jer 33:14-18	The Branch/David dual-track messianic language: two vocabularies converging on one hope.** The title track ("righteous Branch," צֶמַח, 23:5–6, §6) and the name track ("David their king," 30:9, §8) run in parallel before merging into a king-priest pairing at 33
CONFIRMED	Proverbs/book-overview-proverbs.md	233	צרפ	Prov 30:5-6	**30:5–6 quotes Ps 18:31 + Deut 4:2.** √צרף (17:3
CONFIRMED	Proverbs/book-overview-proverbs.md	233	צרפ	Ps 18:31	**30:5–6 quotes Ps 18:31 + Deut 4:2.** √צרף (17:3
FAILED	Proverbs/book-overview-proverbs.md	233	צרפ	Deut 4:2	**30:5–6 quotes Ps 18:31 + Deut 4:2.** √צרף (17:3
FAILED	Proverbs/book-overview-proverbs.md	233	צרפ	Deut 17:3	**30:5–6 quotes Ps 18:31 + Deut 4:2.** √צרף (17:3
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	ועתה	Prov 5:7	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	ועתה	Prov 7:24	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	ועתה	Prov 8:32	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	בנימ	Prov 5:7	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	בנימ	Prov 7:24	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	בנימ	Prov 8:32	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	שמעולי	Prov 5:7	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	שמעולי	Prov 7:24	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-1-8to9-18.md	483	שמעולי	Prov 8:32	- ~~The *wĕʿattâ bānîm šimʿû-lî* identity at 5:7, 7:24, 8:32 (Headline 2 rests on it).~~ **Confirmed 15 August, and more strongly than hoped.** The A-line is *verbatim identical* at all three verses, down to the accents: וְעַתָּ֣ה בָ֭נִים שִׁמְעוּ־לִ֑י
CONFIRMED	Proverbs/dig-deeper-proverbs-25-1to27-27.md	27	שנאכ	Exod 23:5	Exod 23:5 commands help for the beast of **שֹׂנַאֲךָ**
CONFIRMED	Proverbs/dig-deeper-proverbs-25-1to27-27.md	597	שנאכ	Exod 23:5	*The chain.* Exodus 23:5 commands help for the donkey of **שֹׂנַאֲךָ**, "the one who hates you", inside the Covenant Code's block of courtroom law (23:1–9)
CONFIRMED	Proverbs/dig-deeper-proverbs-25-1to27-27.md	597	שנאכ	Exod 23:1-9	*The chain.* Exodus 23:5 commands help for the donkey of **שֹׂנַאֲךָ**, "the one who hates you", inside the Covenant Code's block of courtroom law (23:1–9)
CONFIRMED	Proverbs/dig-deeper-proverbs-25-1to27-27.md	1083	שנאכ	Exod 23:5	Exod 23:5 and Prov 25:21 both read **שֹׂנַאֲךָ**, the identical inflected form
CONFIRMED	Proverbs/dig-deeper-proverbs-25-1to27-27.md	1083	שנאכ	Prov 25:21	Exod 23:5 and Prov 25:21 both read **שֹׂנַאֲךָ**, the identical inflected form
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	327	נאמ	Prov 30:1	**נְאֻם הַגֶּבֶר *nəʾum haggeber*, "the man declares" (30:1).** `[T]` on the occurrences
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	327	הגבר	Prov 30:1	**נְאֻם הַגֶּבֶר *nəʾum haggeber*, "the man declares" (30:1).** `[T]` on the occurrences
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	372	יכל	Josh 7:12	and Ansberry, who argues the defective form of √יכל occurs at Josh 7:12, Ps 18:39 and Jer 20:11
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	372	יכל	Ps 18:39	and Ansberry, who argues the defective form of √יכל occurs at Josh 7:12, Ps 18:39 and Jer 20:11
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	372	יכל	Jer 20:11	and Ansberry, who argues the defective form of √יכל occurs at Josh 7:12, Ps 18:39 and Jer 20:11
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	452	שתה	Prov 31:4-7	**And the whole complex terminates in drinking.** 31:4–7 has √שׁתה four times (*šətô*, *yišteh*, *yišteh*, plus the imperative *tənû* governing the drink), plus *yayin* twice and *šēkār* twice
CONFIRMED-SURFACE	Proverbs/dig-deeper-proverbs-30-1to31-9.md	605	יסר	Prov 1:8	*ʾăšer-yissərattû ʾimmô*, √יסר, the verb behind 1:8's *mûsar*.** `[T]` **The maternal instruction promised in the book's first appeal is delivered in its last.** And note what has happened in between: at 30:11 a generation *curses* its father and will not bles
FAILED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	605	יסר	Prov 30:11	*ʾăšer-yissərattû ʾimmô*, √יסר, the verb behind 1:8's *mûsar*.** `[T]` **The maternal instruction promised in the book's first appeal is delivered in its last.** And note what has happened in between: at 30:11 a generation *curses* its father and will not bles
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	729	בר	Prov 31:1-9	- **The Aramaisms of 31:1–9 cluster, and they are concentrated in three verses.** `[T]` **בַּר *bar*** for "son" appears **three times in 31:2** where Hebrew would have *bēn*
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	729	בר	Prov 31:2	- **The Aramaisms of 31:1–9 cluster, and they are concentrated in three verses.** `[T]` **בַּר *bar*** for "son" appears **three times in 31:2** where Hebrew would have *bēn*
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	729	מלכינ	Prov 31:3	**מְלָכִין *məlākîn*** at 31:3 carries the Aramaic masculine plural *-în* for Hebrew *-îm*
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	737	נשא	Prov 30:13	- **The √נשׂא chain (30:13, 21, 32)**
CONFIRMED	Proverbs/dig-deeper-proverbs-30-1to31-9.md	1133	צרפ	Prov 25:4	the √צרף inclusio at 25:4 ∥ 27:21
CONFIRMED-SURFACE	Proverbs/dig-deeper-proverbs-30-1to31-9.md	1133	צרפ	Prov 27:21	the √צרף inclusio at 25:4 ∥ 27:21
CONFIRMED	Proverbs/dig-deeper-proverbs-sweep.md	1685	אכל	Prov 30:14	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
FAILED	Proverbs/dig-deeper-proverbs-sweep.md	1685	אכל	Prov 30:9	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
CONFIRMED-SURFACE	Proverbs/dig-deeper-proverbs-sweep.md	1685	אכל	Prov 31:4-7	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
FAILED	Proverbs/dig-deeper-proverbs-sweep.md	1685	שבע	Prov 30:14	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
CONFIRMED	Proverbs/dig-deeper-proverbs-sweep.md	1685	שבע	Prov 30:9	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
FAILED	Proverbs/dig-deeper-proverbs-sweep.md	1685	שבע	Prov 31:4-7	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
FAILED	Proverbs/dig-deeper-proverbs-sweep.md	1685	שתה	Prov 30:14	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
FAILED	Proverbs/dig-deeper-proverbs-sweep.md	1685	שתה	Prov 30:9	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
CONFIRMED	Proverbs/dig-deeper-proverbs-sweep.md	1685	שתה	Prov 31:4-7	> - **The section's subject is appetite**, carried by √אכל (30:14 → 17 → 20, one per paragraph across three paragraphs), √שׂבע (30:9, 15, 16, 22) and √שׁתה (31:4–7)
CONFIRMED	Proverbs/dig-deeper-proverbs-sweep.md	1686	צרפ	Prov 30:5	> - **√צרף reaches its object at 30:5**
FAILED	Proverbs/dig-deeper-proverbs-sweep.md	1798	דינ	Prov 1:7	**דין עני ואביון**, three words verbatim, and Jeremiah's verse defines doing it as *"knowing me."* Read against 1:7's *daʿat*, the book's last instruction is what knowing God looks like in someone with power
FAILED	Proverbs/dig-deeper-proverbs-sweep.md	1798	עני	Prov 1:7	**דין עני ואביון**, three words verbatim, and Jeremiah's verse defines doing it as *"knowing me."* Read against 1:7's *daʿat*, the book's last instruction is what knowing God looks like in someone with power
CONFIRMED-SURFACE	Proverbs/dig-deeper-proverbs-sweep.md	1798	ואביונ	Prov 1:7	**דין עני ואביון**, three words verbatim, and Jeremiah's verse defines doing it as *"knowing me."* Read against 1:7's *daʿat*, the book's last instruction is what knowing God looks like in someone with power
CONFIRMED	Proverbs/point-purpose-proverbs-1-1to7.md	88	ראשית	Prov 1:7	the book distinguishes the two ideas rather than confusing them.* **✅ Confirmed against BHS, 21 August:** 1:7 reads **רֵאשִׁית**, 9:10 reads **תְּחִלַּת**
FAILED	Proverbs/point-purpose-proverbs-1-1to7.md	88	ראשית	Prov 9:10	the book distinguishes the two ideas rather than confusing them.* **✅ Confirmed against BHS, 21 August:** 1:7 reads **רֵאשִׁית**, 9:10 reads **תְּחִלַּת**
FAILED	Proverbs/point-purpose-proverbs-1-1to7.md	88	תחלת	Prov 1:7	the book distinguishes the two ideas rather than confusing them.* **✅ Confirmed against BHS, 21 August:** 1:7 reads **רֵאשִׁית**, 9:10 reads **תְּחִלַּת**
CONFIRMED	Proverbs/point-purpose-proverbs-1-1to7.md	88	תחלת	Prov 9:10	the book distinguishes the two ideas rather than confusing them.* **✅ Confirmed against BHS, 21 August:** 1:7 reads **רֵאשִׁית**, 9:10 reads **תְּחִלַּת**
CONFIRMED-SURFACE	Proverbs/point-purpose-proverbs-30-1to31-9.md	138	יסר	Prov 1:8	*"an oracle that his mother **taught** him"* is *yissərattû*, **√יסר, the verb behind 1:8's *mûsar***, so the book's last teacher is doing what its opening verse asked for
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	98	יסר	Prov 31:1	**31:1** *"an oracle **that his mother taught him**" (√יסר)* → **31:26** *"the **teaching of kindness** (*tôrat-ḥesed*) is on her tongue"*
FAILED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	98	יסר	Prov 31:26	**31:1** *"an oracle **that his mother taught him**" (√יסר)* → **31:26** *"the **teaching of kindness** (*tôrat-ḥesed*) is on her tongue"*
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	ויפק	Prov 8:35	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	ויפק	Prov 18:22	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	רצונ	Prov 8:35	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	רצונ	Prov 18:22	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	מיהוה	Prov 8:35	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	מיהוה	Prov 18:22	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED-SURFACE	Proverbs/proverbs-dig-deeper-macro-synthesis.md	139	צרפ	Prov 17:3	- **And a metallurgical thread runs to the same terminus.** √צרף occurs in Proverbs at **17:3
CONFIRMED	Proverbs/proverbs-logos-research-audit-21-august.md	172	צפנ	Prov 2:1	> **NET:** "The verbal root צָפַן is repeated in 2:1 and 2:7
CONFIRMED	Proverbs/proverbs-logos-research-audit-21-august.md	172	צפנ	Prov 2:7	> **NET:** "The verbal root צָפַן is repeated in 2:1 and 2:7
CONFIRMED	Ruth/book-overview-ruth.md	71	שדה	Ruth 1:1	שָׂדֶה *śādeh*, "field".** Naomi's family goes to *the fields of Moab* (1:1, 2, 6, 22
CONFIRMED	Ruth/book-overview-ruth.md	73	ילד	Ruth 1:5	יֶלֶד *yeled*, "child".** At the point of maximal loss the narrator drops "Naomi" and drops "sons": *wattiššāʾēr hāʾiššāh miššənê yəlādêhā*, "**the woman** was left from her two **children**" (1:5)
CONFIRMED	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	690	שבת	Exod 16:23	**⭐ NOW CONFIRMED from a concordance:** *"Exodus 16:23 is the first occurrence of the nouns שַׁבָּת and שַׁבָּתוֹן in Exodus
CONFIRMED	Torah/Exodus/dig-deeper-exodus-15-22to17-16.md	690	שבתונ	Exod 16:23	**⭐ NOW CONFIRMED from a concordance:** *"Exodus 16:23 is the first occurrence of the nouns שַׁבָּת and שַׁבָּתוֹן in Exodus
CONFIRMED	Torah/Exodus/dig-deeper-exodus-19-9to20-21.md	190	קדש	Exod 19:10	קָדַשׁ (19:10, 14, 22, 23)
CONFIRMED	Torah/Exodus/dig-deeper-exodus-19-9to20-21.md	191	פרצ	Exod 19:22	פָּרַץ (19:22, 24)
CONFIRMED	Torah/Exodus/dig-deeper-exodus-19-9to20-21.md	192	ירד	Exod 19:11	יָרַד (19:11, 18, 20)
CONFIRMED	Torah/Exodus/dig-deeper-exodus-19-9to20-21.md	193	ערפל	Exod 20:21	עֲרָפֶל (20:21)
CONFIRMED	Torah/Exodus/dig-deeper-exodus-19-9to20-21.md	194	ירא	Exod 20:18	יָרֵא / יִרְאָה (20:18, 20)
CONFIRMED	Torah/Exodus/dig-deeper-exodus-19-9to20-21.md	194	יראה	Exod 20:18	יָרֵא / יִרְאָה (20:18, 20)
CONFIRMED	Torah/Exodus/dig-deeper-exodus-19-9to20-21.md	195	רצח	Exod 20:13	רָצַח (20:13)
CONFIRMED	Torah/Genesis/book-overview-genesis.md	620	כבש	Gen 1:28	Gen 1:28 (כָּבַשׁ)
